,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400A30100_福岡工務チーム,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総出荷,"23,000,000","19,013,909","19,012,389",99.9%,82.6%,600.0%,"43,500,000","14,450,000",33.2%,105.6%,"71,000,000","35,048,504",49.3%,164.9%,"251,000,000","135,012,800",53.7%,11.4%,"322,000,000","170,061,304",52.8%,14.2%,"1,430,000,000","463,698,804",32.4%,21.2%,1
2,    社外売,"23,000,000","19,013,909","19,012,389",99.9%,82.6%,600.0%,"43,500,000","14,450,000",33.2%,105.6%,"71,000,000","35,048,504",49.3%,164.9%,"251,000,000","135,012,800",53.7%,11.4%,"322,000,000","170,061,304",52.8%,14.2%,"1,430,000,000","463,698,804",32.4%,21.2%,2
3,    社内売,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,    社内仕入,"4,700,000","18,800,000","134,551",0.7%,2.8%,2.9%,"6,060,000","2,230,000",36.7%,92.1%,"10,810,000","2,364,551",21.8%,31.2%,"45,980,000","36,280,000",78.9%,65.9%,"56,790,000","38,644,551",68.0%,61.7%,"307,460,000","77,394,551",25.1%,27.5%,4
5,    仕掛1,0,0,0,-,-,-,0,0,-,-,"580,000","61,200",10.5%,0.0%,0,0,-,-,"580,000","61,200",10.5%,0.0%,0,"-518,800",-,-,5
6,総生産,"18,300,000","213,909","18,877,838",-,103.1%,-,"37,440,000","12,220,000",32.6%,108.5%,"59,610,000","32,622,753",54.7%,-,"205,020,000","98,732,800",48.1%,8.8%,"264,630,000","131,355,553",49.6%,15.2%,"1,122,540,000","386,823,053",34.4%,23.8%,6
7,経費合計,"25,416,938","15,591,664","24,783,448",158.9%,97.5%,26.6%,"29,815,499","12,686,764",42.5%,15.1%,"72,327,531","61,493,183",85.0%,10.8%,"245,026,415","123,512,428",50.4%,35.8%,"317,353,946","185,005,611",58.2%,20.2%,"1,053,333,579","398,211,624",37.8%,25.3%,7
8,経費合計(原価),"20,417,000","11,275,000","20,296,604",180.0%,99.4%,22.5%,"23,787,000","9,017,000",37.9%,11.3%,"59,101,000","51,157,159",86.5%,9.1%,"212,427,000","105,907,000",49.8%,41.1%,"271,528,000","157,064,159",57.8%,19.2%,"919,540,000","334,836,354",36.4%,24.2%,8
9,    仕掛2,0,0,0,-,-,-,0,0,-,-,"1,140,000","2,861,380",250.9%,0.8%,0,0,-,-,"1,140,000","2,861,380",250.9%,0.8%,0,"1,721,380",-,0.5%,9
10,    商品仕入高,"11,800,000","5,900,000","17,244,960",292.2%,146.1%,27.2%,"13,900,000","4,700,000",33.8%,13.1%,"34,200,000","34,170,935",99.9%,28.4%,"135,220,000","65,300,000",48.2%,39.9%,"169,420,000","99,470,935",58.7%,35.0%,"555,700,000","204,411,130",36.7%,31.2%,10
11,    原材料費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,11
12,    外注加工費,"8,120,000","4,950,000","3,002,000",60.6%,36.9%,11.2%,"9,390,000","3,820,000",40.6%,8.7%,"22,270,000","13,080,500",58.7%,12.1%,"74,670,000","38,070,000",50.9%,40.5%,"96,940,000","51,150,500",52.7%,25.3%,"345,480,000","110,790,500",32.0%,27.8%,12
13,    その他 直接経費,"497,000","425,000","49,644",11.6%,9.9%,-,"497,000","497,000",100.0%,-,"1,491,000","1,044,344",70.0%,-,"2,537,000","2,537,000",100.0%,-,"4,028,000","3,581,344",88.9%,-,"18,360,000","17,913,344",97.5%,-,13
14,    他勘定振替高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,14
