,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,040A30201_福島工務チーム,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総出荷,0,0,0,-,-,-,0,"16,760,000",-,-,0,"16,760,000",-,-,"10,000,000","11,580,000",115.8%,737.5%,"10,000,000","28,340,000",283.4%,-,"80,000,000","34,187,000",42.7%,14.7%,1
2,    社外売,0,0,0,-,-,-,0,"16,760,000",-,-,0,"16,760,000",-,-,"10,000,000","11,580,000",115.8%,737.5%,"10,000,000","28,340,000",283.4%,-,"80,000,000","34,187,000",42.7%,14.7%,2
3,    社内売,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,    社内仕入,0,0,"61,120",-,-,-,0,0,-,0.0%,0,"71,120",-,10.5%,0,0,-,-,0,"71,120",-,10.5%,"4,350,000","71,120",1.6%,0.8%,4
5,    仕掛1,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,総生産,0,0,"-61,120",-,-,-,0,"16,760,000",-,-,0,"16,688,880",-,-,"10,000,000","11,580,000",115.8%,737.5%,"10,000,000","28,268,880",282.6%,-,"75,650,000","34,115,880",45.0%,15.2%,6
7,経費合計,"194,278","6,210,681","7,955,093",128.0%,-,-,"183,487","7,521,652",-,620.9%,"543,977","18,684,608",-,506.3%,"9,811,835","9,588,017",97.7%,49.4%,"10,355,812","28,272,625",273.0%,122.5%,"71,640,057","34,743,447",48.4%,18.1%,7
8,経費合計(原価),0,"6,042,350","7,757,334",128.3%,-,-,0,"4,834,031",-,529.4%,0,"15,643,087",-,512.3%,"7,800,000","7,326,871",93.9%,39.0%,"7,800,000","22,969,958",294.4%,105.3%,"62,550,000","27,513,413",43.9%,15.5%,8
9,    仕掛2,0,0,0,-,-,-,0,0,-,-,0,0,-,0.0%,0,0,-,-,0,0,-,0.0%,0,0,-,0.0%,9
10,    商品仕入高,0,"3,560,000","4,925,216",138.3%,-,879.5%,0,"285,683",-,199.8%,0,"8,098,521",-,992.8%,"3,120,000","2,930,748",93.9%,16.0%,"3,120,000","11,029,269",353.5%,57.9%,"31,110,000","12,846,651",41.2%,11.7%,10
11,    原材料費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,11
12,    外注加工費,0,"2,482,350","2,100,000",84.5%,-,-,0,"4,548,348",-,590.6%,0,"6,812,448",-,528.9%,"4,680,000","4,396,123",93.9%,794.9%,"4,680,000","11,208,571",239.4%,608.8%,"31,440,000","13,934,644",44.3%,20.8%,12
13,    その他 直接経費,0,0,"732,118",-,-,-,0,0,-,-,0,"732,118",-,-,0,0,-,-,0,"732,118",-,-,0,"732,118",-,-,13
14,    他勘定振替高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,14
15,経費合計（販管費）,"194,278","168,331","197,759",117.4%,101.7%,100.1%,"183,487","2,687,621",-,900.7%,"543,977","3,041,521",559.1%,477.3%,"2,011,835","2,261,146",112.3%,361.6%,"2,555,812","5,302,667",207.4%,420.0%,"9,090,057","7,230,034",79.5%,49.8%,15
16,    減価償却費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,16
17,    車両費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,17
