,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230H30200_本社工務チーム,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総出荷,"5,000,000","9,341,000","5,344,000",57.2%,106.8%,22.5%,"12,700,000","6,710,000",52.8%,28.3%,"21,700,000","17,866,200",82.3%,28.1%,"134,000,000","91,278,000",68.1%,7.4%,"155,700,000","109,144,200",70.0%,8.4%,"1,700,000,000","759,448,200",44.6%,42.1%,1
2,    社外売,"5,000,000","9,341,000","5,344,000",57.2%,106.8%,22.5%,"12,700,000","6,710,000",52.8%,28.3%,"21,700,000","17,866,200",82.3%,28.1%,"134,000,000","91,278,000",68.1%,7.4%,"155,700,000","109,144,200",70.0%,8.4%,"1,700,000,000","759,448,200",44.6%,42.1%,2
3,    社内売,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,    社内仕入,"417,651","206,450","957,582",463.8%,229.2%,7.1%,"2,996,766","11,013,690",367.5%,79.9%,"3,682,917","12,877,180",349.6%,39.0%,"18,009,525","8,409,577",46.6%,19.9%,"21,692,442","21,286,757",98.1%,28.3%,"467,965,000","257,760,326",55.0%,136.2%,4
5,    仕掛1,0,0,0,-,-,-,0,0,-,-,0,"317,677",-,4.6%,0,0,-,-,0,"317,677",-,4.6%,0,"317,677",-,4.8%,5
6,総生産,"4,582,349","9,134,550","4,386,418",48.0%,95.7%,42.4%,"9,703,234","-4,303,690",-,-,"18,017,083","4,671,343",25.9%,19.7%,"115,990,475","82,868,423",71.4%,6.9%,"134,007,558","87,539,766",65.3%,7.2%,"1,232,035,000","501,370,197",40.6%,31.1%,6
7,経費合計,"15,299,882","9,443,662","10,331,177",109.3%,67.5%,19.7%,"29,976,452","13,369,766",44.6%,15.7%,"53,666,667","30,921,036",57.6%,13.6%,"114,353,778","77,065,270",67.3%,7.5%,"168,020,445","107,986,306",64.2%,8.6%,"1,156,913,102","528,154,191",45.6%,32.8%,7
8,経費合計(原価),"12,771,382","6,657,600","7,712,141",115.8%,60.3%,16.7%,"26,553,122","11,225,787",42.2%,14.0%,"45,509,647","23,021,991",50.5%,10.9%,"94,277,186","61,940,284",65.7%,6.6%,"139,786,833","84,962,275",60.7%,7.4%,"1,032,035,000","458,170,197",44.3%,31.6%,8
9,    仕掛2,0,0,0,-,-,-,0,0,-,-,0,"152,065",-,0.2%,0,0,-,-,0,"152,065",-,0.2%,0,"152,065",-,0.2%,9
10,    商品仕入高,"5,398,271","1,707,600","3,259,290",190.8%,60.3%,17.8%,"11,725,458","5,550,763",47.3%,19.2%,"19,549,437","11,155,938",57.0%,17.4%,"38,257,926","23,174,998",60.5%,19.2%,"57,807,363","34,330,936",59.3%,18.6%,"448,671,001","187,806,644",41.8%,63.6%,10
11,    原材料費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,11
12,    外注加工費,"5,613,111","3,717,000","3,233,000",86.9%,57.5%,11.5%,"12,467,664","3,298,924",26.4%,6.4%,"20,283,210","7,747,034",38.1%,8.8%,"41,929,260","24,675,286",58.8%,3.0%,"62,212,470","32,422,320",52.1%,3.5%,"540,216,999","228,774,534",42.3%,20.9%,12
13,    その他 直接経費,"1,760,000","1,233,000","1,219,851",98.9%,69.3%,-,"2,360,000","2,376,100",100.6%,-,"5,677,000","3,966,954",69.8%,-,"14,090,000","14,090,000",100.0%,-,"19,767,000","18,056,954",91.3%,-,"43,147,000","41,436,954",96.0%,-,13
14,    他勘定振替高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,14
15,経費合計（販管費）,"2,528,500","2,786,062","2,619,036",94.0%,103.5%,42.4%,"3,423,330","2,143,979",62.6%,39.2%,"8,157,020","7,899,045",96.8%,50.4%,"20,076,592","15,124,986",75.3%,16.6%,"28,233,612","23,024,031",81.5%,21.6%,"124,878,102","69,983,994",56.0%,43.6%,15
16,    減価償却費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,16
17,    車両費,"373,200","373,200","415,825",111.4%,111.4%,101.6%,"373,200","373,200",100.0%,111.4%,"1,119,600","1,048,882",93.6%,104.1%,"1,119,600","1,119,600",100.0%,83.4%,"2,239,200","2,168,482",96.8%,92.3%,"4,478,400","4,407,682",98.4%,97.1%,17
18,    旅費交通費,"80,000","20,000","130,727",653.6%,163.4%,14.0%,"50,000",0,0.0%,0.0%,"210,000","259,854",123.7%,9.6%,"150,000","150,000",100.0%,3.8%,"360,000","409,854",113.8%,6.1%,"660,000","709,854",107.5%,7.0%,18
19,    荷造運搬費,0,0,0,-,-,-,0,0,-,-,0,0,-,0.0%,0,0,-,0.0%,0,0,-,0.0%,0,0,-,0.0%,19
20,    通信費,"9,460","9,460","7,641",80.7%,80.7%,96.8%,"9,702","9,702",100.0%,120.2%,"28,864","25,436",88.1%,102.7%,"29,406","29,406",100.0%,123.0%,"58,270","54,842",94.1%,112.7%,"115,756","112,328",97.0%,116.5%,20
21,    水道光熱費,"8,726","8,726","8,035",92.0%,92.0%,84.3%,"9,305","9,305",100.0%,101.3%,"31,535","28,843",91.4%,90.8%,"39,673","39,673",100.0%,107.9%,"71,208","68,516",96.2%,100.0%,"146,963","144,271",98.1%,104.8%,21
22,    動力費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,22
23,    事務用品費,"4,613","4,613","1,924",41.7%,41.7%,140.0%,"4,613","4,613",100.0%,278.7%,"13,839","17,182",124.1%,334.5%,"13,839","13,839",100.0%,411.9%,"27,678","31,021",112.0%,365.1%,"55,356","58,699",106.0%,226.7%,23
