,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230K10300_農薬推進課,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総出荷,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,1
2,    社外売,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,2
3,    社内売,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,    社内仕入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,4
5,    仕掛1,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,総生産,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,経費合計,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,7
8,経費合計(原価),0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,8
9,    仕掛2,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,9
10,    商品仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,10
11,    原材料費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,11
12,    外注加工費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,12
13,    その他 直接経費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,13
14,    他勘定振替高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,14
15,経費合計（販管費）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,15
16,    減価償却費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,16
17,    車両費,"112,011","106,311","125,358",117.9%,111.9%,239.8%,"148,011","142,311",96.1%,94.0%,"390,033","350,357",89.8%,123.0%,"393,309","379,809",96.5%,133.8%,"783,342","730,166",93.2%,128.4%,"1,569,960","1,543,076",98.2%,139.4%,17
18,    旅費交通費,"12,000","12,000","12,400",103.3%,103.3%,-,"12,000","12,000",100.0%,-,"36,000","24,400",67.7%,-,"36,000","36,000",100.0%,396.0%,"72,000","60,400",83.8%,664.4%,"144,000","132,400",91.9%,-,18
19,    荷造運搬費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,19
20,    通信費,"11,534","11,534","10,192",88.3%,88.3%,135.0%,"11,534","11,535",100.0%,139.9%,"34,602","31,928",92.2%,148.2%,"26,940","26,940",100.0%,112.5%,"61,542","58,868",95.6%,129.4%,"115,422","112,748",97.6%,120.5%,20
21,    水道光熱費,"7,985","7,985","6,375",79.8%,79.8%,98.0%,"5,422","5,422",100.0%,113.6%,"21,490","17,531",81.5%,96.8%,"18,648","18,648",100.0%,122.2%,"40,138","36,179",90.1%,108.4%,"76,773","72,814",94.8%,112.1%,21
22,    動力費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,22
23,    事務用品費,"3,448","3,448",721,20.9%,20.9%,19.1%,"3,448","3,448",100.0%,55.2%,"9,826","5,037",51.2%,48.1%,"10,032","10,032",100.0%,195.3%,"19,858","15,069",75.8%,96.6%,"39,333","34,544",87.8%,160.1%,23
24,    消耗品費,"2,460","2,460","9,000",365.8%,365.8%,-,"2,460","2,460",100.0%,88.8%,"7,315","11,587",158.4%,418.4%,"7,374","7,374",100.0%,-,"14,689","18,961",129.0%,684.7%,"29,549","33,821",114.4%,120.2%,24
25,    廃棄物処理料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,25
26,    広告宣伝費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,26
27,    接待交際費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,"10,000","10,000",100.0%,50.0%,"10,000","10,000",100.0%,50.0%,"30,000","30,000",100.0%,100.0%,27
28,    研究開発費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,28
29,    アフターサービス費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,29
30,    クレーム費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,30
31,    賃借料,"68,400","68,400","68,400",100.0%,100.0%,116.1%,"68,400","68,400",100.0%,116.1%,"205,200","205,200",100.0%,116.1%,"205,200","205,200",100.0%,116.1%,"410,400","410,400",100.0%,116.1%,"820,800","820,800",100.0%,116.1%,31
32,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,32
33,    修繕費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,33
34,    支払リース料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,34
35,    保険料,282,282,0,0.0%,0.0%,-,282,282,100.0%,-,846,282,33.3%,-,846,846,100.0%,-,"1,692","1,128",66.6%,-,"3,384","2,820",83.3%,-,35
36,    支払報酬,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,36
37,    販売手数料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,37
38,    支払手数料,"1,113","1,113",583,52.3%,52.3%,116.1%,583,583,100.0%,116.1%,"8,174","4,490",54.9%,116.1%,"1,749","1,749",100.0%,53.2%,"9,923","6,239",62.8%,87.2%,"16,436","12,752",77.5%,91.2%,38
39,    診断料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,39
40,    諸会費,"10,000","10,000","10,500",105.0%,105.0%,52.5%,"10,000","10,000",100.0%,95.2%,"30,000","31,000",103.3%,88.5%,"30,000","30,000",100.0%,100.0%,"60,000","61,000",101.6%,93.8%,"164,000","165,000",100.6%,95.3%,40
41,    会議費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,41
42,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,42
43,    租税公課,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,43
44,    業務委託費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,44
45,    業務受託収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,45
46,    システム管理料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,46
47,    情報機器利用料,"254,662","254,662","248,812",97.7%,97.7%,117.4%,"231,080","235,712",102.0%,111.2%,"740,404","739,186",99.8%,116.2%,"693,240","693,240",100.0%,109.0%,"1,433,644","1,432,426",99.9%,112.6%,"2,820,124","2,818,906",99.9%,110.2%,47
48,    貸倒金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,48
49,    雑費,527,527,"1,029",195.2%,195.2%,228.1%,527,527,100.0%,55.4%,"1,581","2,036",128.7%,109.8%,"2,107","2,107",100.0%,116.6%,"3,688","4,143",112.3%,113.2%,"11,674","12,129",103.8%,109.3%,49
50,    福利消耗品費,"22,020","22,020",300,1.3%,1.3%,1.8%,0,0,-,-,"22,020",300,1.3%,1.8%,"8,660","8,660",100.0%,-,"30,680","8,960",29.2%,53.7%,"30,680","8,960",29.2%,52.8%,50
51,    教育研修費,"30,000","30,000",0,0.0%,0.0%,-,"12,000","12,000",100.0%,21.4%,"42,000","20,000",47.6%,35.6%,"13,000","13,000",100.0%,8.9%,"55,000","33,000",60.0%,16.4%,"55,000","33,000",60.0%,14.5%,51
