18,経費合計,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,18
19,    減価償却費,0,0,"11,500",-,-,-,0,"11,500",-,-,0,"34,500",-,-,0,"34,500",-,-,0,"69,000",-,-,0,"138,000",-,-,19
20,    車両費,"262,850","262,775","290,016",110.3%,110.3%,-,"262,650","252,728",96.2%,-,"788,150","812,723",103.1%,-,"972,069","967,635",99.5%,-,"1,760,219","1,780,358",101.1%,-,"3,507,357","3,518,628",100.3%,-,20
21,    旅費交通費,"60,000","60,000",-1,-,-,-,"28,000","15,309",54.6%,-,"106,000","15,426",14.5%,-,"93,000","93,000",100.0%,-,"199,000","108,426",54.4%,-,"286,000","195,426",68.3%,-,21
22,    荷造運搬費,"2,930,000","2,930,000","5,393,947",184.0%,184.0%,-,"2,830,000","2,827,386",99.9%,-,"8,490,000","8,617,771",101.5%,-,"7,890,000","7,890,000",100.0%,-,"16,380,000","16,507,771",100.7%,-,"32,160,000","32,287,771",100.3%,-,22
23,    通信費,"69,534","69,534","42,172",60.6%,60.6%,-,"73,237","60,247",82.2%,-,"212,708","129,948",61.0%,-,"209,005","209,005",100.0%,-,"421,713","338,953",80.3%,-,"840,126","757,366",90.1%,-,23
24,    水道光熱費,"38,554","38,554","37,184",96.4%,96.4%,-,"41,520","40,554",97.6%,-,"135,598","128,718",94.9%,-,"156,171","156,171",100.0%,-,"291,769","284,889",97.6%,-,"589,021","582,141",98.8%,-,24
25,    動力費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,25
26,    事務用品費,"7,523","6,583","10,164",154.3%,135.1%,-,"5,523","10,499",190.0%,-,"21,569","41,783",193.7%,-,"22,569","22,569",100.0%,-,"44,138","64,352",145.7%,-,"91,676","111,890",122.0%,-,26
27,    消耗品費,"70,262","733,916","161,546",22.0%,229.9%,-,"79,719","122,383",153.5%,-,"309,222","781,392",252.6%,-,"241,683","241,683",100.0%,-,"550,905","1,023,075",185.7%,-,"967,616","1,439,786",148.7%,-,27
28,    廃棄物処理料,"112,375","112,375","100,194",89.1%,89.1%,-,"2,318","2,332",100.6%,-,"117,409","105,019",89.4%,-,"216,728","216,728",100.0%,-,"334,137","321,747",96.2%,-,"807,480","795,090",98.4%,-,28
29,    広告宣伝費,"11,500","11,500",0,0.0%,0.0%,-,"19,500",0,0.0%,-,"42,500","12,927",30.4%,-,"38,100","3,600",9.4%,-,"80,600","16,527",20.5%,-,"157,600","24,527",15.5%,-,29
30,    接待交際費,0,0,0,-,-,-,0,"2,300",-,-,"2,000","2,300",115.0%,-,"2,000","2,000",100.0%,-,"4,000","4,300",107.5%,-,"6,000","6,300",105.0%,-,30
31,    研究開発費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,31
32,    アフターサービス費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,32
33,    クレーム費,0,0,"6,210",-,-,-,0,0,-,-,0,"6,210",-,-,0,0,-,-,0,"6,210",-,-,0,"6,210",-,-,33
34,    賃借料,"614,034","614,034","583,570",95.0%,95.0%,-,"614,034","583,570",95.0%,-,"1,842,102","1,750,710",95.0%,-,"1,842,102","1,750,710",95.0%,-,"3,684,204","3,501,420",95.0%,-,"7,368,408","7,002,840",95.0%,-,34
35,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,35
36,    修繕費,0,0,0,-,-,-,"4,305","4,035",93.7%,-,"4,305","4,035",93.7%,-,0,0,-,-,"4,305","4,035",93.7%,-,"4,305","4,035",93.7%,-,36
37,    支払リース料,"8,700","8,700","10,326",118.6%,118.6%,-,"8,700","7,698",88.4%,-,"27,684","26,766",96.6%,-,"26,100","26,100",100.0%,-,"53,784","52,866",98.2%,-,"105,984","105,066",99.1%,-,37
38,    保険料,"50,857","50,857",674,1.3%,1.3%,-,"2,555",600,23.4%,-,"55,967","1,948",3.4%,-,"7,665","7,665",100.0%,-,"63,632","9,613",15.1%,-,"78,962","24,943",31.5%,-,38
39,    支払報酬,"300,000","300,000","300,000",100.0%,100.0%,-,"300,000","300,000",100.0%,-,"1,000,000","900,000",90.0%,-,"300,000","300,000",100.0%,-,"1,300,000","1,200,000",92.3%,-,"1,300,000","1,200,000",92.3%,-,39
40,    販売手数料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,40
41,    支払手数料,"40,700","40,700",804,1.9%,1.9%,-,"40,100","2,911",7.2%,-,"121,500","5,047",4.1%,-,"143,756","143,756",100.0%,-,"265,256","148,803",56.0%,-,"510,056","393,603",77.1%,-,41
42,    診断料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,42
43,    諸会費,"1,500","1,500",500,33.3%,33.3%,-,"3,700","3,654",98.7%,-,"5,200","4,154",79.8%,-,"4,000","4,000",100.0%,-,"9,200","8,154",88.6%,-,"9,200","8,154",88.6%,-,43
44,    会議費,0,0,0,-,-,-,0,0,-,-,0,"1,649",-,-,0,0,-,-,0,"1,649",-,-,0,"1,649",-,-,44
45,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,45
46,    租税公課,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,46
47,    業務委託費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,47
48,    業務受託収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,48
49,    システム管理料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,49
50,    情報機器利用料,"730,090","730,090","730,090",100.0%,100.0%,-,"730,090","730,090",100.0%,-,"2,190,270","2,190,270",100.0%,-,"2,109,270","2,109,270",100.0%,-,"4,299,540","4,299,540",100.0%,-,"8,518,080","8,518,080",100.0%,-,50
51,    貸倒金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,51
52,    雑費,"4,809","4,809","4,591",95.4%,95.4%,-,"4,809","2,809",58.4%,-,"16,427","10,609",64.5%,-,"15,227","15,227",100.0%,-,"31,654","25,836",81.6%,-,"59,508","53,690",90.2%,-,52
53,    福利消耗品費,"45,344","43,053","3,920",9.1%,8.6%,-,"90,000","90,153",100.1%,-,"135,344","94,073",69.5%,-,0,0,-,-,"135,344","94,073",69.5%,-,"140,788","99,517",70.6%,-,53
54,    教育研修費,"7,272","7,272","6,865",94.4%,94.4%,-,"2,272","2,228",98.0%,-,"11,816","11,321",95.8%,-,"29,816","29,816",100.0%,-,"41,632","41,137",98.8%,-,"72,564","72,069",99.3%,-,54
55,    廃棄損・減耗損,0,0,0,-,-,-,0,0,-,-,0,0,-,-,"300,000","300,000",100.0%,-,"300,000","300,000",100.0%,-,"600,000","600,000",100.0%,-,55
56,    雑給,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,56
57,    社内金利（固定資産）,0,0,"3,335",-,-,-,0,0,-,-,0,"6,727",-,-,0,0,-,-,0,"6,727",-,-,0,"6,727",-,-,57
58,    社内金利（売掛金）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,58
59,    社内金利（在庫）,"900,000","904,000","1,029,061",113.8%,114.3%,-,"850,000","1,100,000",129.4%,-,"2,630,000","2,980,945",113.3%,-,"2,550,000","2,850,000",111.7%,-,"5,180,000","5,830,945",112.5%,-,"10,740,000","11,570,945",107.7%,-,59
60,    開発口銭,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,60
61,    部門共通（経費）,"-6,542,304","-7,206,652","-9,003,068",-,-,-,"-6,269,432","-6,396,586",-,-,"-19,094,971","-19,453,371",-,-,"-17,998,461","-18,202,635",-,-,"-37,093,432","-37,656,006",-,-,"-72,237,531","-72,788,453",-,-,61
62,    グループ共通,"276,400","276,400","276,400",100.0%,100.0%,-,"276,400","223,600",80.8%,-,"829,200","776,400",93.6%,-,"829,200","829,200",100.0%,-,"1,658,400","1,605,600",96.8%,-,"3,316,800","3,264,000",98.4%,-,62
63,差引収益,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,63
64,差引比率,0.0,0.0,0.0,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,64
65,総時間,0.00,0.00,0.00,-,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,65
66,    定時間,"1,684.00","1,688.00","1,705.25",101.0%,101.2%,-,"2,064.00","2,056.00",99.6%,-,"5,744.00","5,782.75",100.6%,-,"5,312.00","5,312.00",100.0%,-,"11,056.00","11,094.75",100.3%,-,"22,072.00","22,110.75",100.1%,-,66
67,    残業時間,193.00,218.00,180.25,82.6%,93.3%,-,190.00,216.00,113.6%,-,587.00,682.25,116.2%,-,644.00,644.00,100.0%,-,"1,231.00","1,326.25",107.7%,-,"2,355.00","2,450.25",104.0%,-,67
68,    移動時間,-79.00,-79.00,-95.25,-,-,-,-93.00,-74.00,-,-,-266.00,-335.00,-,-,-246.00,-246.00,-,-,-512.00,-581.00,-,-,"-1,040.00","-1,109.00",-,-,68
69,    部門共通（時間）,"-1,798.00","-1,827.00","-1,790.25",-,-,-,"-2,161.00","-2,198.00",-,-,"-6,065.00","-6,130.00",-,-,"-5,710.00","-5,710.00",-,-,"-11,775.00","-11,840.00",-,-,"-23,387.00","-23,452.00",-,-,69
70,当月時間当り,0.0,0.0,0.0,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,70
71,人員,12,12,12,100.0%,100.0%,-,12,12,100.0%,-,12,12,100.0%,-,12,12,100.0%,-,12,12,100.0%,-,12,12,100.0%,-,71
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
