,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,310A60300_商品物流課,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,1
2,総売上高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,2
3,    売上高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,    売上値引,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,4
5,売上原価,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,総収益,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,経費合計,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,7
8,    減価償却費,"461,756","461,756","461,486",99.9%,99.9%,103.5%,"461,756","461,756",100.0%,103.5%,"1,385,268","1,384,728",99.9%,103.5%,"1,385,268","1,385,268",100.0%,103.5%,"2,770,536","2,769,996",99.9%,103.5%,"5,529,361","5,528,821",99.9%,101.4%,8
9,    車両費,"495,190","495,190","455,312",91.9%,91.9%,170.4%,"250,442","250,442",100.0%,247.1%,"1,009,922","944,187",93.4%,190.2%,"697,870","697,870",100.0%,241.3%,"1,707,792","1,642,057",96.1%,209.0%,"3,715,072","3,649,337",98.2%,205.8%,9
10,    旅費交通費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,10
11,    荷造運搬費,0,0,0,-,-,0.0%,0,0,-,-,0,0,-,0.0%,0,0,-,-,0,0,-,0.0%,0,0,-,0.0%,11
12,    通信費,"20,647","20,647","19,168",92.8%,92.8%,95.0%,"33,265","33,265",100.0%,101.2%,"84,376","81,064",96.0%,100.4%,"70,542","70,542",100.0%,102.6%,"154,918","151,606",97.8%,101.4%,"303,744","300,432",98.9%,102.0%,12
13,    水道光熱費,"76,671","76,671","69,192",90.2%,90.2%,82.7%,"67,711","67,711",100.0%,93.4%,"247,177","237,384",96.0%,86.6%,"301,832","293,832",97.3%,83.6%,"549,009","531,216",96.7%,84.9%,"1,052,426","1,034,633",98.3%,86.6%,13
14,    事務用品費,"81,775","81,775","10,276",12.5%,12.5%,12.3%,"8,548","8,548",100.0%,84.7%,"103,538","26,187",25.2%,24.1%,"34,218","34,218",100.0%,87.6%,"137,756","60,405",43.8%,41.0%,"281,535","204,184",72.5%,69.3%,14
15,    消耗品費,"30,436","30,436","14,470",47.5%,47.5%,48.6%,"12,636","12,636",100.0%,53.7%,"55,708","31,172",55.9%,47.7%,"28,908","28,908",100.0%,95.6%,"84,616","60,080",71.0%,62.9%,"131,432","106,896",81.3%,42.2%,15
16,    廃棄物処理料,"38,394","38,394","38,079",99.1%,99.1%,-,"7,575","7,575",100.0%,-,"53,544","53,229",99.4%,-,"78,065","78,065",100.0%,-,"131,609","131,294",99.7%,-,"270,524","270,209",99.8%,-,16
17,    広告宣伝費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,17
18,    接待交際費,0,"32,727","17,978",54.9%,-,-,0,0,-,-,"32,727","17,978",54.9%,54.9%,0,0,-,-,"32,727","17,978",54.9%,54.9%,"32,727","17,978",54.9%,54.9%,18
20,    賃借料,"675,555","675,555","675,556",100.0%,100.0%,100.0%,"675,555","675,555",100.0%,100.0%,"2,244,825","2,244,827",100.0%,98.4%,"1,666,665","1,666,665",100.0%,82.2%,"3,911,490","3,911,492",100.0%,90.8%,"7,244,820","7,244,822",100.0%,86.6%,20
21,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,21
22,    修繕費,0,0,"18,000",-,-,-,0,0,-,-,0,"18,000",-,-,0,0,-,0.0%,0,"18,000",-,86.4%,0,"18,000",-,2.7%,22
