,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010000000_イノチオ物流㈱,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"14,000,000","11,500,000","10,806,723",93.9%,77.1%,101.9%,"16,000,000","13,500,000",84.3%,106.8%,"42,000,000","35,552,034",84.6%,101.2%,"51,000,000","51,000,000",100.0%,118.7%,"93,000,000","86,552,034",93.0%,110.8%,"180,000,000","173,552,034",96.4%,112.3%,1
2,総売上高,"14,000,000","11,500,000","10,806,723",93.9%,77.1%,101.9%,"16,000,000","13,500,000",84.3%,106.8%,"42,000,000","35,552,034",84.6%,101.2%,"51,000,000","51,000,000",100.0%,118.7%,"93,000,000","86,552,034",93.0%,110.8%,"180,000,000","173,552,034",96.4%,112.3%,2
3,売上高,"6,580,000","6,000,000","5,732,385",95.5%,87.1%,93.5%,"7,520,000","6,500,000",86.4%,97.9%,"19,740,000","18,898,333",95.7%,98.8%,"23,970,000","23,970,000",100.0%,124.9%,"43,710,000","42,868,333",98.0%,111.9%,"84,600,000","83,758,333",99.0%,108.7%,3
4,グループ売上高,"7,420,000","5,500,000","5,074,338",92.2%,68.3%,113.4%,"8,480,000","7,000,000",82.5%,116.5%,"22,260,000","16,653,701",74.8%,104.1%,"27,030,000","27,030,000",100.0%,113.6%,"49,290,000","43,683,701",88.6%,109.8%,"95,400,000","89,793,701",94.1%,115.9%,4
5,経費合計,"8,125,000","7,585,000","6,330,469",83.4%,77.9%,97.2%,"8,872,000","7,575,000",85.3%,112.7%,"23,039,000","20,587,664",89.3%,101.8%,"30,408,000","30,408,000",100.0%,116.9%,"53,447,000","50,995,664",95.4%,110.3%,"100,898,000","99,346,664",98.4%,111.3%,5
6,経費合計（原価）,"6,932,000","6,392,000","5,059,685",79.1%,72.9%,95.0%,"7,767,000","6,536,000",84.1%,115.1%,"19,706,000","17,275,341",87.6%,102.1%,"26,804,000","26,804,000",100.0%,120.6%,"46,510,000","44,079,341",94.7%,112.6%,"87,671,000","86,140,341",98.2%,113.7%,6
7,    傭車費*,"2,300,000","1,800,000","1,393,270",77.4%,60.5%,135.6%,"3,900,000","2,900,000",74.3%,350.9%,"7,000,000","5,913,409",84.4%,165.5%,"14,100,000","14,100,000",100.0%,173.0%,"21,100,000","20,013,409",94.8%,170.7%,"37,400,000","37,213,409",99.5%,170.7%,7
8,    外注費*,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,8
9,    減価償却費*,"1,238,000","1,238,000","1,237,591",99.9%,99.9%,97.2%,"1,238,000","1,238,000",100.0%,91.0%,"3,714,000","3,713,182",99.9%,94.9%,"3,714,000","3,714,000",100.0%,91.2%,"7,428,000","7,427,182",99.9%,93.0%,"14,851,000","14,850,182",99.9%,92.3%,9
10,    車両費*,"1,240,000","1,240,000","789,301",63.6%,63.6%,86.4%,"560,000","560,000",100.0%,47.5%,"2,740,000","2,616,363",95.4%,86.5%,"2,640,000","2,640,000",100.0%,79.7%,"5,380,000","5,256,363",97.7%,82.9%,"10,500,000","10,376,363",98.8%,82.9%,10
11,    燃料費*,"1,460,000","1,460,000","1,154,335",79.0%,79.0%,79.0%,"1,470,000","1,350,000",91.8%,80.1%,"4,370,000","3,735,210",85.4%,80.9%,"4,440,000","4,440,000",100.0%,100.9%,"8,810,000","8,175,210",92.7%,90.7%,"17,590,000","16,955,210",96.3%,97.9%,11
12,    道路使用料*,"420,000","420,000","304,331",72.4%,72.4%,65.0%,"420,000","310,000",73.8%,71.9%,"1,250,000","813,085",65.0%,66.1%,"1,280,000","1,280,000",100.0%,76.3%,"2,530,000","2,093,085",82.7%,72.0%,"5,000,000","4,563,085",91.2%,77.5%,12
13,    交通反則金*,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,13
14,    旅費交通費*,"120,000","100,000","65,472",65.4%,54.5%,70.2%,"120,000","120,000",100.0%,81.2%,"360,000","258,218",71.7%,78.3%,"360,000","360,000",100.0%,90.5%,"720,000","618,218",85.8%,84.9%,"1,440,000","1,338,218",92.9%,100.3%,14
15,    消耗品費*,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,0.0%,15
16,    広告宣伝費*,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,16
17,    保険料*,"39,000","39,000","44,489",114.0%,114.0%,116.8%,"39,000","39,000",100.0%,121.6%,"117,000","121,978",104.2%,119.3%,"115,000","115,000",100.0%,99.5%,"232,000","236,978",102.1%,108.8%,"460,000","464,978",101.0%,103.6%,17
18,    福利消耗品費*,"100,000","80,000","56,896",71.1%,56.8%,149.9%,"5,000","5,000",100.0%,140.2%,"110,000","61,896",56.2%,83.1%,"110,000","110,000",100.0%,162.3%,"220,000","171,896",78.1%,120.9%,"250,000","201,896",80.7%,91.8%,18
19,    教育研修費*,"15,000","15,000","14,000",93.3%,93.3%,116.6%,"15,000","14,000",93.3%,116.6%,"45,000","42,000",93.3%,87.5%,"45,000","45,000",100.0%,125.0%,"90,000","87,000",96.6%,103.5%,"180,000","177,000",98.3%,105.3%,19
20,    経費合計（販管費）,"1,193,000","1,193,000","1,270,784",106.5%,106.5%,106.9%,"1,105,000","1,039,000",94.0%,99.3%,"3,333,000","3,312,323",99.3%,100.1%,"3,604,000","3,604,000",100.0%,95.3%,"6,937,000","6,916,323",99.7%,97.6%,"13,227,000","13,206,323",99.8%,98.2%,20
21,    減価償却費,"31,000","31,000","30,590",98.6%,98.6%,72.7%,"31,000","31,000",100.0%,73.7%,"93,000","92,180",99.1%,73.0%,"93,000","93,000",100.0%,73.7%,"186,000","185,180",99.5%,73.3%,"367,000","366,180",99.7%,81.8%,21
22,    車両費,"23,000","23,000","22,300",96.9%,96.9%,100.0%,"23,000","23,000",100.0%,103.1%,"69,000","67,600",97.9%,101.0%,"69,000","69,000",100.0%,103.1%,"138,000","136,600",98.9%,102.0%,"276,000","274,600",99.4%,102.6%,22
23,    旅費交通費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,23
24,    荷造運搬費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,24
25,    通信費,"90,000","90,000","86,771",96.4%,96.4%,111.0%,"90,000","100,000",111.1%,114.2%,"270,000","273,243",101.2%,110.9%,"270,000","270,000",100.0%,101.9%,"540,000","543,243",100.6%,106.2%,"1,080,000","1,083,243",100.3%,103.2%,25
26,    水道光熱費,"30,000","30,000","22,292",74.3%,74.3%,100.1%,"35,000","35,000",100.0%,167.0%,"100,000","95,240",95.2%,111.2%,"95,000","95,000",100.0%,83.2%,"195,000","190,240",97.5%,95.2%,"400,000","395,240",98.8%,99.5%,26
27,    事務用品費,"5,000","5,000","5,552",111.0%,111.0%,64.7%,"5,000","5,000",100.0%,78.4%,"15,000","16,705",111.3%,86.8%,"25,000","25,000",100.0%,78.8%,"40,000","41,705",104.2%,81.8%,"100,000","101,705",101.7%,103.8%,27
28,    消耗品費,"3,000","13,000","8,108",62.3%,270.2%,158.0%,"3,000","3,000",100.0%,50.6%,"9,000","13,636",151.5%,123.3%,"9,000","9,000",100.0%,448.6%,"18,000","22,636",125.7%,173.2%,"36,000","40,636",112.8%,173.3%,28
29,    廃棄物処理料,"10,000",0,0,-,0.0%,0.0%,"10,000",0,0.0%,-,"30,000",0,0.0%,0.0%,"30,000","30,000",100.0%,88.2%,"60,000","30,000",50.0%,44.1%,"120,000","90,000",75.0%,66.1%,29
30,    広告宣伝費,0,0,0,-,-,-,0,"15,000",-,-,0,"20,000",-,-,0,0,-,-,0,"20,000",-,-,0,"20,000",-,-,30
31,    接待交際費,"5,000","5,000",0,0.0%,0.0%,0.0%,"5,000","5,000",100.0%,-,"15,000","5,000",33.3%,240.6%,"15,000","15,000",100.0%,317.2%,"30,000","20,000",66.6%,293.8%,"60,000","50,000",83.3%,166.7%,31
32,    賃借料,"427,000","427,000","426,500",99.8%,99.8%,100.0%,"427,000","427,000",100.0%,100.1%,"1,281,000","1,280,000",99.9%,100.0%,"1,281,000","1,281,000",100.0%,100.1%,"2,562,000","2,561,000",99.9%,100.0%,"5,124,000","5,123,000",99.9%,100.0%,32
33,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,33
34,    修繕費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,34
35,    支払リース料,"22,000","22,000","22,431",101.9%,101.9%,100.1%,"22,000","22,000",100.0%,98.2%,"66,000","66,849",101.2%,99.5%,"66,000","66,000",100.0%,98.2%,"132,000","132,849",100.6%,98.8%,"270,000","270,849",100.3%,94.6%,35
36,    保険料,"35,000","35,000","20,790",59.4%,59.4%,92.6%,"22,000","21,000",95.4%,93.5%,"79,000","62,580",79.2%,92.9%,"65,000","65,000",100.0%,79.9%,"144,000","127,580",88.5%,85.7%,"270,000","253,580",93.9%,92.7%,36
37,    支払報酬,"30,000","30,000","30,000",100.0%,100.0%,100.0%,"70,000","30,000",42.8%,66.6%,"130,000","90,000",69.2%,85.7%,"560,000","560,000",100.0%,82.3%,"690,000","650,000",94.2%,82.7%,"870,000","830,000",95.4%,85.9%,37
38,    支払手数料,"90,000","90,000","72,000",80.0%,80.0%,93.1%,"90,000","80,000",88.8%,108.7%,"270,000","221,700",82.1%,76.1%,"270,000","270,000",100.0%,96.3%,"540,000","491,700",91.0%,86.0%,"1,080,000","1,031,700",95.5%,100.3%,38
39,    諸会費,"150,000","150,000","154,310",102.8%,102.8%,100.3%,"30,000",0,0.0%,0.0%,"180,000","154,310",85.7%,88.5%,"30,000","30,000",100.0%,130.9%,"210,000","184,310",87.7%,93.5%,"270,000","244,310",90.4%,98.6%,39
40,    会議費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,40
41,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,0.0%,41
42,    租税公課,0,0,"127,000",-,-,-,0,0,-,0.0%,0,"127,000",-,-,0,0,-,-,0,"127,000",-,-,0,"127,000",-,-,42
43,    業務委託費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,43
44,    業務受託収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,44
45,    情報機器利用料,"65,000","65,000","65,140",100.2%,100.2%,103.7%,"65,000","65,000",100.0%,103.4%,"195,000","195,280",100.1%,103.6%,"195,000","195,000",100.0%,103.4%,"390,000","390,280",100.0%,103.5%,"780,000","780,280",100.0%,103.6%,45
46,    貸倒金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,46
47,    雑費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,0.0%,47
48,    福利消耗品費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,0.0%,48
49,    教育研修費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,49
50,    社内金利（固定資産）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,50
51,    社内金利（売掛金）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,51
52,    グループ共通,"177,000","177,000","177,000",100.0%,100.0%,99.4%,"177,000","177,000",100.0%,99.4%,"531,000","531,000",100.0%,99.4%,"531,000","531,000",100.0%,99.4%,"1,062,000","1,062,000",100.0%,99.4%,"2,124,000","2,124,000",100.0%,99.4%,52
53,差引収益,"5,875,000","3,915,000","4,476,254",114.3%,76.1%,109.4%,"7,128,000","5,925,000",83.1%,100.0%,"18,961,000","14,964,370",78.9%,100.3%,"20,592,000","20,592,000",100.0%,121.4%,"39,553,000","35,556,370",89.8%,111.5%,"79,102,000","74,205,370",93.8%,113.7%,53
54,差引比率,41.9,34.0,41.4,121.7%,98.8%,107.5%,44.5,43.8,98.4%,93.5%,45.1,42.0,93.1%,99.0%,40.3,40.3,100.0%,102.2%,42.5,41.0,96.4%,100.4%,43.9,42.7,97.2%,101.1%,54
55,総時間,"2,104.25","2,104.25","1,953.50",92.8%,92.8%,86.7%,"2,455.25","2,455.25",100.0%,96.7%,"6,814.50","6,662.50",97.7%,92.8%,"7,253.50","7,253.50",100.0%,101.9%,"14,068.00","13,916.00",98.9%,97.3%,"27,665.75","27,513.50",99.4%,100.0%,55
56,    定時間,"1,900.00","1,900.00","1,795.00",94.4%,94.4%,88.6%,"2,200.00","2,200.00",100.0%,96.7%,"6,100.00","6,070.75",99.5%,94.1%,"6,500.00","6,500.00",100.0%,102.1%,"12,600.00","12,570.75",99.7%,98.1%,"25,000.00","24,970.75",99.8%,100.2%,56
57,    残業時間,200.00,200.00,154.25,77.1%,77.1%,69.6%,250.00,250.00,100.0%,96.6%,700.00,577.25,82.4%,81.2%,740.00,740.00,100.0%,100.9%,"1,440.00","1,317.25",91.4%,91.2%,"2,610.00","2,487.25",95.2%,99.2%,57
58,    移動時間,4.25,4.25,4.25,100.0%,100.0%,70.8%,5.25,5.25,100.0%,87.5%,14.50,14.50,100.0%,80.5%,13.50,13.50,100.0%,81.8%,28.00,28.00,100.0%,81.1%,55.75,55.50,99.5%,81.3%,58
59,当月時間当り,"2,791.9","1,860.5","2,291.4",123.1%,82.0%,126.1%,"2,903.1","2,413.1",83.1%,103.4%,"2,782.4","2,246.0",80.7%,108.1%,"2,838.9","2,838.9",100.0%,119.0%,"2,811.5","2,555.0",90.8%,114.5%,"2,859.2","2,697.0",94.3%,113.6%,59
60,人員,14,14,14,100.0%,100.0%,93.3%,14,14,100.0%,93.3%,14,14,100.0%,93.3%,15,15,100.0%,100.0%,15,15,100.0%,100.0%,15,15,100.0%,100.0%,60
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
