対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)	組織名	分類	採算科目名_経費合計
202604	230H60700	1	総受注高	495000.0	495000.0	495000.0		100.0	100.0	GSO	受注	
202604	230H60700	2	総売上高	495000.0	495000.0	495000.0		100.0	100.0	GSO		
202604	230H60700	3	売上高	0.0	0.0	0.0	0.0	0.0	0.0	GSO	売上	
202604	230H60700	4	グループ売上高	495000.0	495000.0	495000.0	100.0	100.0	100.0	GSO	売上	
202604	230H60700	5	売上原価	0.0	0.0	0.0	0.0	0.0	0.0	GSO		
202604	230H60700	6	仕入高	0.0	0.0	0.0	0.0	0.0	0.0	GSO		
202604	230H60700	7	グループ仕入高	0.0	0.0	0.0	0.0	0.0	0.0	GSO		
202604	230H60700	8	総収益	495000.0	495000.0	495000.0	100.0	100.0	100.0	GSO		
202604	230H60700	9	経費合計	1045452.0	1090498.0	1094059.0	221.0	100.3	104.6	GSO		
202604	230H60700	10	減価償却費	0.0	0.0	0.0	0.0	0.0	0.0	GSO	経費	減価償却費
202604	230H60700	11	車両費	14974.0	14974.0	8062.0	1.6	53.8	53.8	GSO	経費	車両費
202604	230H60700	12	旅費交通費	110000.0	160000.0	184408.0	37.2	115.2	167.6	GSO	経費	旅費交通費
202604	230H60700	13	荷造運搬費	1000.0	0.0	699.0	0.1	0.0	69.9	GSO	経費	荷造運搬費
202604	230H60700	14	通信費	14691.0	14691.0	17648.0	3.5	120.1	120.1	GSO	経費	通信費
202604	230H60700	15	水道光熱費	36034.0	36034.0	25048.0	5.0	69.5	69.5	GSO	経費	水道光熱費
202604	230H60700	16	動力費	0.0	0.0	0.0	0.0	0.0	0.0	GSO	経費	動力費
202604	230H60700	17	事務用品費	7723.0	3769.0	9834.0	1.9	260.9	127.3	GSO	経費	事務用品費
202604	230H60700	18	消耗品費	4841.0	4841.0	5040.0	1.0	104.1	104.1	GSO	経費	消耗品費
202604	230H60700	19	廃棄物処理料	3546.0	3546.0	2725.0	0.5	76.8	76.8	GSO	経費	廃棄物処理料
202604	230H60700	20	広告宣伝費	44216.0	44216.0	0.0	0.0	0.0	0.0	GSO	経費	広告宣伝費
202604	230H60700	21	接待交際費	10000.0	10000.0	13450.0	2.7	134.5	134.5	GSO	経費	接待交際費
202604	230H60700	22	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	GSO	経費	研究開発費
202604	230H60700	23	賃借料	534700.0	534700.0	534700.0	108.0	100.0	100.0	GSO	経費	賃借料
202604	230H60700	24	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	GSO	経費	賃貸料収入
202604	230H60700	25	修繕費	0.0	0.0	0.0	0.0	0.0	0.0	GSO	経費	修繕費
202604	230H60700	26	支払リース料	12558.0	12558.0	14388.0	2.9	114.5	114.5	GSO	経費	支払リース料
