対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)	組織名	分類	採算科目名_経費合計
202605	004000000	1	総受注高	146102500.0	141799500.0	54985848.0		38.7	37.6	イノチオ精興園㈱		
202605	004000000	2	許諾料	1500000.0	1500000.0	900000.0	1.6	60.0	60.0	イノチオ精興園㈱	受注	
202605	004000000	3	穂木	99935000.0	99935000.0	16225050.0	29.5	16.2	16.2	イノチオ精興園㈱	受注	
202605	004000000	4	ﾛｲﾔﾙﾃｨ	23770000.0	23770000.0	25760175.0	46.8	108.3	108.3	イノチオ精興園㈱	受注	
202605	004000000	5	バラ	12093000.0	7990000.0	6306045.0	11.4	78.9	52.1	イノチオ精興園㈱	受注	
202605	004000000	6	通信販売	2430000.0	2230000.0	2145009.0	3.9	96.1	88.2	イノチオ精興園㈱	受注	
202605	004000000	7	セット苗	230000.0	230000.0	1212994.0	2.2	527.3	527.3	イノチオ精興園㈱	受注	
202605	004000000	8	その他	6144500.0	6144500.0	2436575.0	4.4	39.6	39.6	イノチオ精興園㈱	受注	
202605	004000000	9	総売上高	163472500.0	150398600.0	150692040.0		100.1	92.1	イノチオ精興園㈱		
202605	004000000	10	許諾料	4560000.0	5200000.0	5670000.0	3.7	109.0	124.3	イノチオ精興園㈱	売上	
202605	004000000	11	穂木	103415000.0	94780000.0	95270141.0	63.2	100.5	92.1	イノチオ精興園㈱	売上	
202605	004000000	12	ﾛｲﾔﾙﾃｨ	23770000.0	23770000.0	25737546.0	17.0	108.2	108.2	イノチオ精興園㈱	売上	
202605	004000000	13	バラ	12093000.0	7990000.0	6306045.0	4.1	78.9	52.1	イノチオ精興園㈱	売上	
202605	004000000	14	通信販売	3250000.0	2970000.0	3205511.0	2.1	107.9	98.6	イノチオ精興園㈱	売上	
202605	004000000	15	セット苗	10240000.0	9544100.0	9489078.0	6.2	99.4	92.6	イノチオ精興園㈱	売上	
202605	004000000	16	その他	6144500.0	6144500.0	5013719.0	3.3	81.5	81.5	イノチオ精興園㈱	売上	
202605	004000000	17	社外売上	163472500.0	150398600.0	150692040.0		100.1	92.1	イノチオ精興園㈱		
202605	004000000	18	売上原価	72691351.0	72268913.0	71333293.0	47.3	98.7	98.1	イノチオ精興園㈱		
202605	004000000	19	穂木・苗仕入高	63269849.0	62219220.0	61147090.0	40.5	98.2	96.6	イノチオ精興園㈱		
202605	004000000	20	送料	8817002.0	9445193.0	9844298.0	6.5	104.2	111.6	イノチオ精興園㈱		
202605	004000000	21	その他	604500.0	604500.0	341905.0	0.2	56.5	56.5	イノチオ精興園㈱		
202605	004000000	22	総生産	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱		
202605	004000000	23	社内売	890600.0	890600.0	1342270.0	0.8	150.7	150.7	イノチオ精興園㈱		
202605	004000000	24	社内仕入	890600.0	890600.0	1342270.0	0.8	150.7	150.7	イノチオ精興園㈱		
202605	004000000	25	営業口銭	0.0	0.0	0.0		0.0	0.0	イノチオ精興園㈱		
202605	004000000	26	総収益	90781149.0	78129687.0	79358747.0	52.6	101.5	87.4	イノチオ精興園㈱		
202605	004000000	27	経費合計	31539582.0	35452630.0	31499925.0	20.9	88.8	99.8	イノチオ精興園㈱		
202605	004000000	28	種苗費	0.0	0.0	5082.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	種苗費
202605	004000000	29	肥料費	354000.0	329340.0	233060.0	0.1	70.7	65.8	イノチオ精興園㈱	経費	肥料費
202605	004000000	30	培土費用	270270.0	679500.0	582850.0	0.3	85.7	215.6	イノチオ精興園㈱	経費	培土費用
202605	004000000	31	農薬衛生費	871192.0	465064.0	367113.0	0.2	78.9	42.1	イノチオ精興園㈱	経費	農薬衛生費
202605	004000000	32	農具費	222000.0	50000.0	60201.0	0.0	120.4	27.1	イノチオ精興園㈱	経費	農具費
202605	004000000	33	諸材料費	2033320.0	1063370.0	1037465.0	0.6	97.5	51.0	イノチオ精興園㈱	経費	諸材料費
202605	004000000	34	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	その他仕入高
202605	004000000	35	減価償却費	4311490.0	4311494.0	4318902.0	2.8	100.1	100.1	イノチオ精興園㈱	経費	減価償却費
202605	004000000	36	車両費	1801951.0	1558351.0	1378743.0	0.9	88.4	76.5	イノチオ精興園㈱	経費	車両費
202605	004000000	37	旅費交通費	2637188.0	2280312.0	2157806.0	1.4	94.6	81.8	イノチオ精興園㈱	経費	旅費交通費
202605	004000000	38	荷造運搬費	6636049.0	7327649.0	5544250.0	3.6	75.6	83.5	イノチオ精興園㈱	経費	荷造運搬費
202605	004000000	39	通信費	843990.0	579715.0	482759.0	0.3	83.2	57.1	イノチオ精興園㈱	経費	通信費
202605	004000000	40	水道光熱費	982100.0	1046846.0	940403.0	0.6	89.8	95.7	イノチオ精興園㈱	経費	水道光熱費
202605	004000000	41	動力費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	動力費
202605	004000000	42	燃料費	110000.0	130000.0	165584.0	0.1	127.3	150.5	イノチオ精興園㈱	経費	燃料費
202605	004000000	43	事務用品費	324927.0	253891.0	241584.0	0.1	95.1	74.3	イノチオ精興園㈱	経費	事務用品費
202605	004000000	44	消耗品費	131678.0	104498.0	211006.0	0.1	201.9	160.2	イノチオ精興園㈱	経費	消耗品費
202605	004000000	45	廃棄物処理料	257200.0	207258.0	215900.0	0.1	104.1	83.9	イノチオ精興園㈱	経費	廃棄物処理料
202605	004000000	46	広告宣伝費	149000.0	161000.0	334392.0	0.2	207.6	224.4	イノチオ精興園㈱	経費	広告宣伝費
202605	004000000	47	接待交際費	130000.0	139478.0	93382.0	0.0	66.9	71.8	イノチオ精興園㈱	経費	接待交際費
202605	004000000	48	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	研究開発費
202605	004000000	49	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	クレーム費
202605	004000000	50	賃借料	1001938.0	985595.0	1046938.0	0.6	106.2	104.4	イノチオ精興園㈱	経費	賃借料
202605	004000000	51	賃貸料収入	-50000.0	-50000.0	-95000.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	賃貸料収入
202605	004000000	52	修繕費	1006500.0	6777500.0	4922070.0	3.2	72.6	489.0	イノチオ精興園㈱	経費	修繕費
202605	004000000	53	支払リース料	33800.0	39378.0	33800.0	0.0	85.8	100.0	イノチオ精興園㈱	経費	支払リース料
202605	004000000	54	保険料	27831.0	26421.0	12247.0	0.0	46.3	44.0	イノチオ精興園㈱	経費	保険料
202605	004000000	55	支払報酬	0.0	250000.0	227273.0	0.1	90.9	0.0	イノチオ精興園㈱	経費	支払報酬
202605	004000000	56	販売手数料	0.0	0.0	1416107.0	0.9	0.0	0.0	イノチオ精興園㈱	経費	販売手数料
202605	004000000	57	支払手数料	860712.0	856890.0	640795.0	0.4	74.7	74.4	イノチオ精興園㈱	経費	支払手数料
202605	004000000	58	診断料	34650.0	34650.0	23100.0	0.0	66.6	66.6	イノチオ精興園㈱	経費	診断料
202605	004000000	59	諸会費	57000.0	8192.0	61431.0	0.0	749.8	107.7	イノチオ精興園㈱	経費	諸会費
202605	004000000	60	会議費	0.0	0.0	30907.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	会議費
202605	004000000	61	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	寄付金
202605	004000000	62	租税公課	1156000.0	483700.0	174657.0	0.1	36.1	15.1	イノチオ精興園㈱	経費	租税公課
202605	004000000	63	業務委託費	2039185.0	2129185.0	1710736.0	1.1	80.3	83.8	イノチオ精興園㈱	経費	業務委託費
202605	004000000	64	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	業務受託収入
202605	004000000	65	システム管理料	334300.0	334300.0	328800.0	0.2	98.3	98.3	イノチオ精興園㈱	経費	システム管理料
202605	004000000	66	情報機器利用料	1176905.0	1176904.0	1324030.0	0.8	112.5	112.5	イノチオ精興園㈱	経費	情報機器利用料
202605	004000000	67	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	貸倒金
202605	004000000	68	雑費	47034.0	38347.0	63067.0	0.0	164.4	134.0	イノチオ精興園㈱	経費	雑費
202605	004000000	69	福利消耗品費	565510.0	481440.0	27615.0	0.0	5.7	4.8	イノチオ精興園㈱	経費	福利消耗品費
202605	004000000	70	教育研修費	10862.0	10862.0	9870.0	0.0	90.8	90.8	イノチオ精興園㈱	経費	教育研修費
202605	004000000	71	雑給	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	雑給
202605	004000000	72	社内金利（固定資産）	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	社内金利（固定資産）
202605	004000000	73	社内金利（売掛金）	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	社内金利（売掛金）
202605	004000000	74	部門共通（経費）	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	部門共通（経費）
202605	004000000	75	全社共通（経費）	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園㈱	経費	全社共通（経費）
202605	004000000	76	グループ共通	1171000.0	1181500.0	1171000.0	0.7	99.1	100.0	イノチオ精興園㈱	経費	グループ共通
202605	004000000	77	差引収益	59241567.0	42677057.0	47858822.0	31.7	112.1	80.7	イノチオ精興園㈱		
202605	004000000	78	差引比率	36.2	28.3	31.7		112.0	87.5	イノチオ精興園㈱		
202605	004000000	79	総時間	12017.5	12157.5	11063.75		91.0	92.0	イノチオ精興園㈱		
202605	004000000	80	定時間	11355.5	11489.5	10545.0		91.7	92.8	イノチオ精興園㈱	時間	
202605	004000000	81	残業時間	663.5	661.5	517.25		78.1	77.9	イノチオ精興園㈱	時間	
202605	004000000	82	移動時間	-1.5	6.5	1.5		23.0	0.0	イノチオ精興園㈱	時間	
202605	004000000	83	部門共通（時間）	0.0	0.0	0.0		0.0	0.0	イノチオ精興園㈱	時間	
202605	004000000	84	全社共通（時間）	0.0	0.0	0.0		0.0	0.0	イノチオ精興園㈱	時間	
202605	004000000	85	当月時間当り	4929.6	3510.3	4325.7		123.2	87.7	イノチオ精興園㈱		
202605	004000000	86	人員	71.0	73.0	74.0		101.3	104.2	イノチオ精興園㈱		
202605	004090100	1	総受注高	0.0	0.0	0.0		0.0	0.0	イノチオ精興園本社		
202605	004090100	2	許諾料	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	3	穂木	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	4	ﾛｲﾔﾙﾃｨ	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	5	バラ	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	6	通信販売	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	7	セット苗	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	8	その他	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	受注	
202605	004090100	9	総売上高	0.0	0.0	0.0		0.0	0.0	イノチオ精興園本社		
202605	004090100	10	許諾料	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	11	穂木	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	12	ﾛｲﾔﾙﾃｨ	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	13	バラ	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	14	通信販売	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	15	セット苗	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	16	その他	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	売上	
202605	004090100	17	社外売上	0.0	0.0	0.0		0.0	0.0	イノチオ精興園本社		
202605	004090100	18	売上原価	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	19	穂木・苗仕入高	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	20	送料	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	21	その他	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	22	総生産	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	23	社内売	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	24	社内仕入	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	25	営業口銭	0.0	0.0	0.0		0.0	0.0	イノチオ精興園本社		
202605	004090100	26	総収益	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社		
202605	004090100	27	経費合計	543408.0	543408.0	543407.0	0.0	99.9	99.9	イノチオ精興園本社		
202605	004090100	28	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	経費	種苗費
202605	004090100	29	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	経費	肥料費
202605	004090100	30	培土費用	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	経費	培土費用
202605	004090100	31	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	経費	農薬衛生費
202605	004090100	32	農具費	0.0	0.0	0.0	0.0	0.0	0.0	イノチオ精興園本社	経費	農具費
