対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)	組織名	分類	採算科目名_経費合計
202604	060B10300	1	総受注高	160600000.0	160600000.0	198388942.0	0.0	123.5	123.5	EC営業課		
202604	060B10300	2	受注高	160600000.0	160600000.0	198388942.0	100.0	123.5	123.5	EC営業課	受注	
202604	060B10300	3	受注割戻高	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	受注	
202604	060B10300	4	総売上高	160600000.0	160600000.0	165702340.0	0.0	103.1	103.1	EC営業課		
202604	060B10300	5	売上高	160600000.0	160600000.0	165702340.0	100.0	103.1	103.1	EC営業課	売上	
202604	060B10300	6	売上割戻高	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	売上	
202604	060B10300	7	売上原価	142480000.0	142480000.0	147320389.0	88.9	103.3	103.3	EC営業課		
202604	060B10300	8	売上原価（割戻前）	142480000.0	142480000.0	147320389.0	88.9	103.3	103.3	EC営業課		
202604	060B10300	9	仕入割戻高	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課		
202604	060B10300	10	総収益	18120000.0	18120000.0	18381951.0	11.0	101.4	101.4	EC営業課		
202604	060B10300	11	経費合計	6688486.0	6687374.0	5734314.0	3.4	85.7	85.7	EC営業課		
202604	060B10300	12	減価償却費	425.0	425.0	424.0	0.0	99.7	99.7	EC営業課	経費	減価償却費
202604	060B10300	13	車両費	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	経費	車両費
202604	060B10300	14	旅費交通費	40000.0	40000.0	18055.0	0.0	45.1	45.1	EC営業課	経費	旅費交通費
202604	060B10300	15	荷造運搬費	1400000.0	1400000.0	912798.0	0.5	65.1	65.1	EC営業課	経費	荷造運搬費
202604	060B10300	16	通信費	9720.0	9720.0	13949.0	0.0	143.5	143.5	EC営業課	経費	通信費
202604	060B10300	17	水道光熱費	13442.0	13442.0	12948.0	0.0	96.3	96.3	EC営業課	経費	水道光熱費
202604	060B10300	18	事務用品費	11869.0	11869.0	10087.0	0.0	84.9	84.9	EC営業課	経費	事務用品費
202604	060B10300	19	消耗品費	1025.0	1025.0	71.0	0.0	6.9	6.9	EC営業課	経費	消耗品費
202604	060B10300	20	廃棄物処理料	1774.0	1774.0	2268.0	0.0	127.8	127.8	EC営業課	経費	廃棄物処理料
202604	060B10300	21	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	経費	広告宣伝費
202604	060B10300	22	接待交際費	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	経費	接待交際費
202604	060B10300	23	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	経費	研究開発費
202604	060B10300	24	賃借料	128492.0	128492.0	128492.0	0.0	100.0	100.0	EC営業課	経費	賃借料
202604	060B10300	25	賃貸料収入	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	経費	賃貸料収入
202604	060B10300	26	修繕費	0.0	0.0	0.0	0.0	0.0	0.0	EC営業課	経費	修繕費
202604	060B10300	27	支払リース料	1518.0	1518.0	1517.0	0.0	99.9	99.9	EC営業課	経費	支払リース料
