,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230W10200_開発営業課,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"285,000","285,000","3,097,500",-,-,-,"4,000,000","4,000,000",100.0%,-,"4,570,000","6,144,100",134.4%,-,"121,890,000","121,890,000",100.0%,-,"126,460,000","128,034,100",101.2%,-,"366,000,000","367,574,100",100.4%,-,1
2,総売上高,"16,709,050","16,336,050","15,993,040",97.9%,95.7%,-,"194,272,050","199,491,750",102.6%,-,"225,438,750","230,682,280",102.3%,-,"73,050,350","73,275,150",100.3%,-,"298,489,100","303,957,430",101.8%,-,"377,100,000","382,568,330",101.4%,-,2
3,    カーネーション売上高,"16,100,000","15,671,000","15,282,300",97.5%,94.9%,-,"189,600,000","196,362,500",103.5%,-,"219,700,000","226,156,650",102.9%,-,"69,800,000","70,100,000",100.4%,-,"289,500,000","296,256,650",102.3%,-,"365,600,000","372,356,650",101.8%,-,3
4,    カスミ草売上高,"86,400","86,400","96,000",111.1%,111.1%,-,"659,400","342,600",51.9%,-,"745,800","438,600",58.8%,-,"908,400","1,075,200",118.3%,-,"1,654,200","1,513,800",91.5%,-,"1,654,200","1,513,800",91.5%,-,4
5,    その他の売上,"12,650","12,650","89,400",706.7%,706.7%,-,"12,650","12,650",100.0%,-,"42,950","199,650",464.8%,-,"431,950","431,950",100.0%,-,"474,900","631,600",132.9%,-,"565,800","722,500",127.6%,-,5
6,    送料,"510,000","566,000","525,340",92.8%,103.0%,-,"4,000,000","2,774,000",69.3%,-,"4,950,000","3,887,380",78.5%,-,"1,910,000","1,668,000",87.3%,-,"6,860,000","5,555,380",80.9%,-,"9,280,000","7,975,380",85.9%,-,6
7,売上原価,"18,497,390","14,585,851","10,639,294",72.9%,57.5%,-,"94,133,523","87,912,315",93.3%,-,"120,393,631","106,428,387",88.4%,-,"53,060,149","57,078,358",107.5%,-,"173,453,780","163,506,745",94.2%,-,"218,066,533","208,119,498",95.4%,-,7
