,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230I10900_西日本営業課,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"83,600,000","83,600,000","93,139,294",111.4%,111.4%,102.4%,"103,100,000","103,100,000",100.0%,106.3%,"261,800,000","336,884,441",128.6%,123.6%,"271,200,000","271,200,000",100.0%,106.3%,"533,000,000","608,084,441",114.0%,115.2%,"975,000,000","1,050,084,441",107.7%,114.4%,1
2,    受注高,"83,600,000","83,600,000","93,139,294",111.4%,111.4%,102.4%,"103,100,000","103,100,000",100.0%,106.3%,"261,800,000","336,884,441",128.6%,123.6%,"271,200,000","271,200,000",100.0%,106.3%,"533,000,000","608,084,441",114.0%,115.2%,"975,000,000","1,050,084,441",107.7%,114.4%,2
3,    受注割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,総売上高,"83,600,000","83,600,000","91,981,846",110.0%,110.0%,99.9%,"103,100,000","103,100,000",100.0%,114.3%,"261,800,000","337,337,585",128.8%,124.8%,"271,200,000","271,200,000",100.0%,104.3%,"533,000,000","608,537,585",114.1%,114.8%,"975,000,000","1,050,537,585",107.7%,114.7%,4
5,    売上高,"83,600,000","83,600,000","91,981,846",110.0%,110.0%,99.9%,"103,100,000","103,100,000",100.0%,114.3%,"261,800,000","337,337,585",128.8%,124.8%,"271,200,000","271,200,000",100.0%,104.3%,"533,000,000","608,537,585",114.1%,114.8%,"975,000,000","1,050,537,585",107.7%,114.7%,5
6,    売上割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,売上原価,"70,450,000","70,450,000","80,239,834",113.8%,113.8%,102.3%,"87,850,000","87,850,000",100.0%,113.8%,"221,900,000","292,543,308",131.8%,127.1%,"230,200,000","230,200,000",100.0%,103.6%,"452,100,000","522,743,308",115.6%,115.5%,"826,000,000","896,643,308",108.5%,114.0%,7
8,    売上原価（割戻前）,"70,450,000","70,450,000","80,239,834",113.8%,113.8%,102.3%,"87,850,000","87,850,000",100.0%,113.8%,"221,900,000","292,543,308",131.8%,127.1%,"230,200,000","230,200,000",100.0%,103.6%,"452,100,000","522,743,308",115.6%,115.5%,"826,000,000","896,643,308",108.5%,114.0%,8
9,    仕入割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,9
10,総収益,"13,150,000","13,150,000","11,742,012",89.2%,89.2%,86.3%,"15,250,000","15,250,000",100.0%,117.6%,"39,900,000","44,794,277",112.2%,111.6%,"41,000,000","41,000,000",100.0%,108.9%,"80,900,000","85,794,277",106.0%,110.3%,"149,000,000","153,894,277",103.2%,119.1%,10
11,経費合計,"5,761,815","6,744,923","6,181,976",91.6%,107.2%,96.7%,"8,257,719","8,654,229",104.8%,89.0%,"20,977,192","25,594,223",122.0%,109.2%,"19,624,615","19,634,254",100.0%,95.0%,"40,601,807","45,228,477",111.3%,102.5%,"75,858,807","80,476,348",106.0%,102.2%,11
12,    減価償却費,"3,100","3,100","3,087",99.5%,99.5%,90.5%,"3,100","3,100",100.0%,90.9%,"9,300","9,274",99.7%,90.6%,"9,300","9,300",100.0%,90.9%,"18,600","18,574",99.8%,90.7%,"37,200","37,174",99.9%,90.8%,12
13,    車両費,"250,192","250,192","267,596",106.9%,106.9%,89.0%,"250,192","250,192",100.0%,101.4%,"750,576","680,617",90.6%,99.0%,"750,576","750,576",100.0%,105.1%,"1,501,152","1,431,193",95.3%,102.1%,"3,002,304","2,932,345",97.6%,114.9%,13
14,    旅費交通費,"430,000","430,000","268,703",62.4%,62.4%,74.1%,"480,000","480,000",100.0%,82.2%,"1,340,000","1,250,051",93.2%,99.5%,"1,180,000","1,180,000",100.0%,90.9%,"2,520,000","2,430,051",96.4%,95.1%,"4,870,000","4,780,051",98.1%,105.4%,14
15,    荷造運搬費,"2,700,000","2,700,000","2,993,905",110.8%,110.8%,97.4%,"2,450,000","2,450,000",100.0%,82.4%,"7,250,000","10,312,448",142.2%,121.6%,"7,450,000","7,450,000",100.0%,98.5%,"14,700,000","17,762,448",120.8%,110.7%,"25,100,000","28,162,448",112.2%,103.9%,15
16,    通信費,"21,434","21,434","21,632",100.9%,100.9%,23.4%,"21,294","21,294",100.0%,70.3%,"64,136","169,117",263.6%,86.4%,"64,007","64,007",100.0%,84.7%,"128,143","233,124",181.9%,85.9%,"235,674","340,655",144.5%,79.1%,16
17,    水道光熱費,"22,558","22,558","22,886",101.4%,101.4%,98.9%,"21,892","21,892",100.0%,97.5%,"72,673","72,010",99.0%,96.6%,"79,243","79,243",100.0%,97.5%,"151,916","151,253",99.5%,97.1%,"301,017","300,354",99.7%,98.8%,17
18,    事務用品費,"7,115","7,115","10,358",145.5%,145.5%,140.2%,"7,115","7,115",100.0%,83.2%,"21,345","21,654",101.4%,63.3%,"21,345","21,345",100.0%,75.6%,"42,690","42,999",100.7%,68.8%,"85,380","85,689",100.3%,67.4%,18
19,    消耗品費,"5,622","5,622","3,288",58.4%,58.4%,16.1%,"3,691","3,691",100.0%,123.9%,"11,890","9,631",81.0%,34.6%,"8,805","8,805",100.0%,130.5%,"20,695","18,436",89.0%,53.4%,"41,013","38,754",94.4%,65.1%,19
20,    廃棄物処理料,"17,850","17,850","10,852",60.7%,60.7%,60.1%,"5,950","5,950",100.0%,90.3%,"33,320","27,797",83.4%,76.4%,"23,800","23,800",100.0%,98.5%,"57,120","51,597",90.3%,85.2%,"119,000","113,477",95.3%,86.5%,20
21,    広告宣伝費,0,0,0,-,-,-,0,0,-,-,"10,000",0,0.0%,-,0,0,-,-,"10,000",0,0.0%,-,"20,000","10,000",50.0%,100.0%,21
22,    接待交際費,"10,000","10,000",0,0.0%,0.0%,0.0%,"10,000","10,000",100.0%,58.7%,"30,000","10,000",33.3%,26.9%,"30,000","30,000",100.0%,85.2%,"60,000","40,000",66.6%,55.3%,"130,000","110,000",84.6%,104.5%,22
23,    研究開発費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,23
24,    賃借料,"17,850","17,850","17,850",100.0%,100.0%,97.5%,"17,850","17,850",100.0%,97.5%,"53,550","53,550",100.0%,97.5%,"53,550","53,550",100.0%,97.5%,"107,100","107,100",100.0%,97.5%,"214,200","214,200",100.0%,97.5%,24
25,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,25
26,    修繕費,"11,900","11,900",0,0.0%,0.0%,-,"11,900","11,900",100.0%,-,"35,700","11,900",33.3%,-,"35,700","35,700",100.0%,23.7%,"71,400","47,600",66.6%,31.7%,"142,800","119,000",83.3%,68.3%,26
27,    支払リース料,"4,254","4,254","4,253",99.9%,99.9%,87.7%,"4,254","4,254",100.0%,87.8%,"12,762","12,760",99.9%,87.8%,"12,762","12,762",100.0%,87.8%,"25,524","25,522",99.9%,87.8%,"51,048","51,046",99.9%,87.8%,27
28,    保険料,"9,029","9,029","9,039",100.1%,100.1%,119.0%,"9,029","9,029",100.0%,118.2%,"27,087","27,077",99.9%,118.4%,"27,087","27,087",100.0%,118.5%,"54,174","54,164",99.9%,118.5%,"108,348","108,338",99.9%,108.8%,28
29,    支払報酬,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,29
