,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230I10600_田原営業課,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"70,807,000","74,207,000","79,875,876",107.6%,112.8%,105.8%,"117,303,000","114,853,000",97.9%,92.8%,"256,309,000","269,963,859",105.3%,100.5%,"402,407,000","402,407,000",100.0%,101.5%,"658,716,000","672,370,859",102.0%,101.1%,"1,260,000,000","1,273,654,859",101.0%,104.8%,1
2,    受注高,"71,532,000","74,932,000","81,023,680",108.1%,113.2%,106.2%,"119,248,000","116,798,000",97.9%,92.8%,"260,129,000","274,136,521",105.3%,100.4%,"407,877,000","407,877,000",100.0%,101.6%,"668,006,000","682,013,521",102.0%,101.1%,"1,277,000,000","1,291,007,521",101.0%,104.6%,2
3,    受注割戻高,"-725,000","-725,000","-1,147,804",-,-,-,"-1,945,000","-1,945,000",-,-,"-3,820,000","-4,172,662",-,-,"-5,470,000","-5,470,000",-,-,"-9,290,000","-9,642,662",-,-,"-17,000,000","-17,352,662",-,-,3
4,総売上高,"70,807,000","74,207,000","76,394,516",102.9%,107.8%,101.6%,"117,303,000","114,853,000",97.9%,95.5%,"256,309,000","269,057,620",104.9%,100.7%,"402,407,000","402,407,000",100.0%,101.1%,"658,716,000","671,464,620",101.9%,100.9%,"1,260,000,000","1,272,748,620",101.0%,104.8%,4
5,    売上高,"71,532,000","74,932,000","77,151,375",102.9%,107.8%,101.6%,"119,248,000","116,798,000",97.9%,95.4%,"260,129,000","272,931,102",104.9%,100.5%,"407,877,000","407,877,000",100.0%,101.2%,"668,006,000","680,808,102",101.9%,100.9%,"1,277,000,000","1,289,802,102",101.0%,104.6%,5
