23,    研究開発費,"240,000","90,000","64,539",71.7%,26.8%,115.2%,"30,000","30,000",100.0%,104.6%,"35,000","35,000",100.0%,105.2%,"669,000","690,197",103.1%,155.9%,"115,000","115,000",100.0%,48.2%,"784,000","805,197",102.7%,118.2%,23
24,    賃借料,"78,000","78,000","78,055",100.0%,100.0%,93.0%,"78,000","78,000",100.0%,93.0%,"78,000","78,000",100.0%,93.0%,"468,000","468,309",100.0%,93.0%,"468,000","468,000",100.0%,93.0%,"936,000","936,309",100.0%,93.0%,24
25,    賃貸料収入,"-45,000","-45,000","-45,000",-,-,-,"-45,000","-45,000",-,-,"-45,000","-45,000",-,-,"-270,000","-270,000",-,-,"-271,000","-271,000",-,-,"-541,000","-541,000",-,-,25
26,    修繕費,"7,000","7,000","6,097",87.1%,87.1%,846.8%,"7,000","7,000",100.0%,22.9%,"7,000","7,000",100.0%,5.8%,"94,000","25,221",26.8%,14.3%,"42,000","42,000",100.0%,173.8%,"136,000","67,221",49.4%,33.5%,26
27,    支払リース料,"5,300","5,300","5,264",99.3%,99.3%,95.5%,"5,300","5,300",100.0%,96.2%,"5,300","5,300",100.0%,96.2%,"31,800","31,656",99.5%,98.4%,"31,800","31,800",100.0%,96.2%,"63,600","63,456",99.7%,97.3%,27
28,    保険料,400,400,417,104.2%,104.2%,122.6%,400,400,100.0%,117.6%,400,400,100.0%,117.6%,"22,300","22,315",100.0%,168.9%,"5,200","5,200",100.0%,215.5%,"27,500","27,515",100.0%,176.1%,28
29,    支払報酬,0,0,0,-,-,-,0,0,-,-,0,0,-,0.0%,0,0,-,0.0%,0,0,-,-,0,0,-,0.0%,29
30,    販売手数料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,30
31,    支払手数料,"4,600","4,600","3,621",78.7%,78.7%,94.2%,"4,000","4,000",100.0%,105.1%,"9,200","9,200",100.0%,73.8%,"32,000","27,960",87.3%,73.7%,"55,800","55,800",100.0%,101.9%,"87,800","83,760",95.3%,90.4%,31
32,    診断料,"5,000","5,000",0,0.0%,0.0%,0.0%,"5,000","5,000",100.0%,-,"5,000","5,000",100.0%,-,"15,000","10,000",66.6%,54.9%,"250,000","250,000",100.0%,100.8%,"265,000","260,000",98.1%,97.6%,32
33,    諸会費,600,600,592,98.6%,98.6%,177.7%,0,0,-,-,"46,000","46,000",100.0%,98.6%,"80,000","76,644",95.8%,105.6%,"16,500","16,500",100.0%,62.2%,"96,500","93,144",96.5%,94.0%,33
34,    会議費,"3,000","3,000",0,0.0%,0.0%,0.0%,"3,000","3,000",100.0%,138.5%,"3,000","3,000",100.0%,12.3%,"415,000","6,000",1.4%,17.4%,"103,000","103,000",100.0%,299.4%,"518,000","109,000",21.0%,158.4%,34
35,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,35
36,    租税公課,"28,400","28,400","28,075",98.8%,98.8%,173.1%,0,0,-,-,0,0,-,-,"58,100","57,476",98.9%,164.8%,"56,000","56,000",100.0%,142.8%,"114,100","113,476",99.4%,153.2%,36
37,    業務委託費,"224,000","220,000","190,200",86.4%,84.9%,136.1%,"205,000","205,000",100.0%,157.0%,"187,000","187,000",100.0%,153.9%,"1,380,000","1,319,314",95.6%,133.1%,"1,529,000","1,529,000",100.0%,73.9%,"2,909,000","2,848,314",97.9%,93.1%,37
38,    業務受託収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,38
39,    システム管理料,"120,000","120,000","11,112",9.2%,9.2%,-,"120,000","120,000",100.0%,-,"120,000","120,000",100.0%,714.2%,"720,000","375,544",52.1%,-,"720,000","720,000",100.0%,-,"1,440,000","1,095,544",76.0%,-,39
40,    情報機器利用料,"280,800","280,800","275,046",97.9%,97.9%,78.3%,"280,800","280,800",100.0%,79.9%,"280,800","280,800",100.0%,79.9%,"1,670,200","1,661,784",99.4%,79.0%,"1,684,800","1,684,800",100.0%,79.5%,"3,355,000","3,346,584",99.7%,79.3%,40
41,    貸倒金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,41
42,    雑費,"5,500","5,500","113,061",-,-,624.0%,"8,500","8,500",100.0%,117.6%,"5,900","5,900",100.0%,63.3%,"123,100","546,065",443.5%,936.4%,"59,100","59,100",100.0%,10.1%,"182,200","605,165",332.1%,94.4%,42
43,    福利消耗品費,0,0,0,-,-,-,0,0,-,-,"21,650","21,650",100.0%,500.0%,"77,100","59,919",77.7%,128.3%,400,400,100.0%,96.8%,"77,500","60,319",77.8%,128.1%,43
44,    教育研修費,"2,100","2,100","2,149",102.3%,102.3%,78.6%,"22,100","22,100",100.0%,808.3%,"2,100","2,100",100.0%,76.8%,"140,600","41,796",29.7%,54.7%,"193,600","193,600",100.0%,291.7%,"334,200","235,396",70.4%,164.8%,44
45,    廃棄損・減耗損,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,45
46,    雑給,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,46
47,    社内金利（固定資産）,"6,100","6,100","3,574",58.5%,58.5%,102.2%,"6,100","6,100",100.0%,175.9%,"6,100","6,100",100.0%,177.3%,"37,000","26,662",72.0%,127.3%,"35,400","35,400",100.0%,176.5%,"72,400","62,062",85.7%,151.3%,47
48,    社内金利（売掛金）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,48
49,    社内金利（在庫）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,49
50,    部門共通（経費）,"-2,093,416","-2,100,116","-1,760,955",-,-,-,"-1,722,616","-1,953,316",-,-,"-2,323,166","-2,323,166",-,-,"-14,668,296","-13,873,451",-,-,"-12,808,776","-12,808,776",-,-,"-27,477,072","-26,682,227",-,-,50
51,    全社共通（経費）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,51
52,    グループ共通,"81,300","81,300","81,300",100.0%,100.0%,98.0%,"81,300","81,300",100.0%,98.0%,"81,300","81,300",100.0%,98.0%,"487,800","487,800",100.0%,98.0%,"487,800","487,800",100.0%,98.0%,"975,600","975,600",100.0%,98.0%,52
53,差引収益,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,53
54,差引比率,0.0,0.0,0.0,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,54
55,総時間,0.00,0.00,0.00,-,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,55
56,    定時間,888.00,888.00,840.50,94.6%,94.6%,78.8%,664.00,664.00,100.0%,91.5%,720.00,720.00,100.0%,78.3%,"4,752.00","4,626.00",97.3%,81.3%,"4,560.00","4,560.00",100.0%,83.1%,"9,312.00","9,186.00",98.6%,82.2%,56
57,    残業時間,64.00,64.00,55.75,87.1%,87.1%,76.1%,36.00,36.00,100.0%,66.3%,52.00,52.00,100.0%,84.8%,332.00,367.25,110.6%,91.4%,296.00,296.00,100.0%,84.3%,628.00,663.25,105.6%,88.1%,57
58,    移動時間,86.00,16.00,56.00,350.0%,65.1%,116.6%,73.00,18.00,24.6%,37.5%,75.00,14.00,18.6%,30.4%,501.00,246.00,49.1%,86.0%,538.00,174.00,32.3%,60.4%,"1,039.00",420.00,40.4%,73.1%,58
59,    部門共通（時間）,"-1,038.00",-968.00,-952.25,-,-,-,-773.00,-718.00,-,-,-847.00,-786.00,-,-,"-5,585.00","-5,239.25",-,-,"-5,394.00","-5,030.00",-,-,"-10,979.00","-10,269.25",-,-,59
60,    全社共通（時間）,0.00,0.00,0.00,-,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,60
61,当月時間当り,0.0,0.0,0.0,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,61
62,人員,5,5,5,100.0%,100.0%,71.4%,5,5,100.0%,71.4%,5,5,100.0%,71.4%,5,5,100.0%,71.4%,5,5,100.0%,71.4%,5,5,100.0%,71.4%,62
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
