,2026年8月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230I10200_営業企画課,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,7月,,,,,,8月,,,,9月,,,,上期,,,,下期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,1
2,    受注高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,2
3,    受注割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,総売上高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,4
5,    売上高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,    売上割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,売上原価,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,7
8,    売上原価（割戻前）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,8
9,    仕入割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,9
10,総収益,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,10
11,経費合計,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,11
12,    減価償却費,"5,500","5,500","5,503",100.0%,100.0%,99.0%,"5,500","5,500",100.0%,98.9%,"5,500","5,500",100.0%,98.9%,"33,000","33,012",100.0%,100.9%,"33,000","33,000",100.0%,98.9%,"66,000","66,012",100.0%,99.9%,12
13,    車両費,"85,016","85,716","71,606",83.5%,84.2%,57.2%,"85,016","105,716",124.3%,73.6%,"85,016","85,016",100.0%,49.9%,"512,096","503,067",98.2%,59.3%,"502,096","502,096",100.0%,64.8%,"1,014,192","1,005,163",99.1%,61.9%,13
14,    旅費交通費,"349,000","309,000","222,975",72.1%,63.8%,46.6%,"214,000","344,000",160.7%,119.7%,"279,000","279,000",100.0%,45.6%,"1,446,000","1,356,988",93.8%,56.4%,"1,427,000","1,427,000",100.0%,53.5%,"2,873,000","2,783,988",96.9%,54.9%,14
15,    荷造運搬費,"3,000","3,000",501,16.7%,16.7%,28.7%,0,0,-,0.0%,"3,000","3,000",100.0%,-,"12,000","5,419",45.1%,155.3%,"4,000","4,000",100.0%,37.8%,"16,000","9,419",58.8%,67.0%,15
16,    通信費,"26,200","26,200","25,721",98.1%,98.1%,91.4%,"28,300","28,300",100.0%,90.8%,"25,800","25,800",100.0%,93.7%,"160,100","158,495",98.9%,91.6%,"153,200","153,200",100.0%,93.2%,"313,300","311,695",99.4%,92.4%,16
17,    水道光熱費,"20,900","20,900","22,056",105.5%,105.5%,76.8%,"27,200","27,200",100.0%,75.7%,"21,000","21,000",100.0%,72.2%,"132,900","132,333",99.5%,73.5%,"147,380","147,380",100.0%,82.0%,"280,280","279,713",99.7%,77.8%,17
18,    事務用品費,"12,300","12,300","5,081",41.3%,41.3%,54.2%,"9,500","9,500",100.0%,103.6%,"8,200","8,200",100.0%,125.9%,"57,800","39,060",67.5%,77.0%,"64,900","64,900",100.0%,101.3%,"122,700","103,960",84.7%,90.6%,18
19,    消耗品費,"4,200","4,200","14,698",349.9%,349.9%,662.3%,"3,600","3,600",100.0%,12.4%,"2,900","2,900",100.0%,7.7%,"42,000","57,544",137.0%,48.2%,"26,000","26,000",100.0%,60.9%,"68,000","83,544",122.8%,51.6%,19
20,    廃棄物処理料,"7,700","7,700","6,215",80.7%,80.7%,59.3%,"5,500","5,500",100.0%,80.0%,"6,500","6,500",100.0%,66.3%,"76,400","60,325",78.9%,90.4%,"49,800","49,800",100.0%,62.9%,"126,200","110,125",87.2%,75.5%,20
21,    広告宣伝費,"527,500","727,500","563,497",77.4%,106.8%,110.4%,"527,500","607,500",115.1%,126.5%,"1,027,500","1,027,500",100.0%,214.0%,"5,915,000","5,820,997",98.4%,115.4%,"4,706,000","4,706,000",100.0%,92.1%,"10,621,000","10,526,997",99.1%,103.7%,21
22,    接待交際費,"5,000","5,000","5,000",100.0%,100.0%,360.4%,"5,000","5,000",100.0%,24.4%,"10,000","10,000",100.0%,107.8%,"30,000","41,549",138.4%,52.9%,"113,000","113,000",100.0%,68.4%,"143,000","154,549",108.0%,63.4%,22
