対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)
202607	230H60700	1	総受注高	495000.0	495000.0	495000.0		100.0	100.0
202607	230H60700	2	総売上高	495000.0	495000.0	495000.0		100.0	100.0
202607	230H60700	3	売上高	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	4	グループ売上高	495000.0	495000.0	495000.0	100.0	100.0	100.0
202607	230H60700	5	売上原価	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	6	仕入高	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	7	グループ仕入高	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	8	総収益	495000.0	495000.0	495000.0	100.0	100.0	100.0
202607	230H60700	9	経費合計	1549952.0	1539277.0	1550889.0	313.3	100.7	100.0
202607	230H60700	10	減価償却費	0.0	13666.0	13666.0	2.7	100.0	0.0
202607	230H60700	11	車両費	14974.0	13719.0	9028.0	1.8	65.8	60.2
202607	230H60700	12	旅費交通費	210000.0	170000.0	118294.0	23.8	69.5	56.3
202607	230H60700	13	荷造運搬費	1000.0	1000.0	3462.0	0.6	346.2	346.2
202607	230H60700	14	通信費	14046.0	17363.0	17997.0	3.6	103.6	128.1
202607	230H60700	15	水道光熱費	31010.0	31010.0	23699.0	4.7	76.4	76.4
202607	230H60700	16	動力費	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	17	事務用品費	4723.0	3087.0	58947.0	11.9		
202607	230H60700	18	消耗品費	4182.0	1657.0	2045.0	0.4	123.4	48.9
202607	230H60700	19	廃棄物処理料	2728.0	3751.0	0.0	0.0	0.0	0.0
202607	230H60700	20	広告宣伝費	435126.0	450910.0	485716.0	98.1	107.7	111.6
202607	230H60700	21	接待交際費	10000.0	10000.0	25874.0	5.2	258.7	258.7
202607	230H60700	22	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	23	賃借料	534700.0	534700.0	534700.0	108.0	100.0	100.0
202607	230H60700	24	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0
202607	230H60700	25	修繕費	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	26	支払リース料	12558.0	12558.0	12460.0	2.5	99.2	99.2
202607	230H60700	27	保険料	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	28	支払報酬	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	29	支払手数料	18215.0	18215.0	18215.0	3.6	100.0	100.0
202607	230H60700	30	診断料	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	31	諸会費	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	32	会議費	2000.0	14000.0	0.0	0.0	0.0	0.0
202607	230H60700	33	寄付金	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	34	租税公課	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	35	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	36	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	37	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0
202607	230H60700	38	情報機器利用料	213366.0	218286.0	218286.0	44.0	100.0	102.3
202607	230H60700	39	雑費	16294.0	16294.0	1293.0	0.2	7.9	7.9
202607	230H60700	40	福利消耗品費	0.0	0.0	11850.0	2.3	0.0	0.0
202607	230H60700	41	教育研修費	35030.0	15030.0	1394.0	0.2	9.2	3.9
