対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)	組織名
202208	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	36	賃借料	56500.0	56500.0	56000.0	0.0	99.1	99.1	管理購買部
202208	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202208	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	47	保険料	4860.0	4860.0	4590.0	0.0	94.4	94.4	管理購買部
202208	230W60100	48	支払報酬	18500.0	18500.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	49	販売手数料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	50	支払手数料	27000.0	27000.0	19307.0	0.0	71.5	71.5	管理購買部
202208	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	52	諸会費	30000.0	30000.0	10000.0	0.0	33.3	33.3	管理購買部
202208	230W60100	53	会議費	0.0	0.0	5630.0	0.0	0.0	0.0	管理購買部
202208	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	55	租税公課	171800.0	23600.0	178811.0	0.0	757.6	104.0	管理購買部
202208	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	59	情報機器利用料	22320.0	22320.0	31300.0	0.0	140.2	140.2	管理購買部
202208	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	61	雑費	8700.0	8700.0	9234.0	0.0	106.1	106.1	管理購買部
202208	230W60100	62	福利消耗品費	0.0	0.0	3687.0	0.0	0.0	0.0	管理購買部
202208	230W60100	63	教育研修費	15000.0	15000.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	65	グループ共通	142600.0	142600.0	0.0	0.0	0.0	0.0	管理購買部
202208	230W60100	66	差引収益	-1138222.0	-1196858.0	8985280.0	0.0	0.0	0.0	管理購買部
202208	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202208	230W60100	68	総時間	421.0	423.75	479.0		113.0	113.7	管理購買部
202208	230W60100	69	定時間	528.0	528.0	566.0		107.1	107.1	管理購買部
202208	230W60100	70	残業時間	5.0	5.0	16.25		325.0	325.0	管理購買部
202208	230W60100	71	移動時間	-112.0	-109.25	-103.25		0.0	0.0	管理購買部
202208	230W60100	72	当月時間当り	-2703.6	-2824.4	18758.4		0.0	0.0	管理購買部
202208	230W60100	73	人員	4.0	4.0	4.0		100.0	100.0	管理購買部
202209	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	7	売上原価	69860.0	2030032.0	417641.0		20.5	597.8	管理購買部
202209	230W60100	8	苗仕入	64260.0	921936.0	404206.0		43.8	629.0	管理購買部
202209	230W60100	9	パテント仕入	5600.0	1108096.0	13435.0		1.2	239.9	管理購買部
202209	230W60100	10	社内売	97804.0	2842044.0	584697.0		20.5	597.8	管理購買部
202209	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	12	総収益	27944.0	812012.0	167056.0		20.5	597.8	管理購買部
202209	230W60100	13	経費合計	1677830.0	1371575.0	2613088.0	0.0	190.5	155.7	管理購買部
202209	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	16	培土費用	0.0	237500.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	19	諸材料費	49600.0	44550.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	21	減価償却費	200754.0	214254.0	200754.0	0.0	93.6	100.0	管理購買部
202209	230W60100	22	車両費	101690.0	101690.0	95300.0	0.0	93.7	93.7	管理購買部
202209	230W60100	23	旅費交通費	305000.0	55000.0	79368.0	0.0	144.3	26.0	管理購買部
202209	230W60100	24	荷造運搬費	500000.0	250000.0	161970.0	0.0	64.7	32.3	管理購買部
202209	230W60100	25	通信費	15806.0	18358.0	20753.0	0.0	113.0	131.2	管理購買部
202209	230W60100	26	水道光熱費	2700.0	2700.0	2121.0	0.0	78.5	78.5	管理購買部
202209	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	29	事務用品費	35000.0	35000.0	76903.0	0.0	219.7	219.7	管理購買部
202209	230W60100	30	消耗品費	20000.0	20000.0	16009.0	0.0	80.0	80.0	管理購買部
202209	230W60100	31	廃棄物処理料	16000.0	16000.0	16000.0	0.0	100.0	100.0	管理購買部
202209	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	33	接待交際費	25000.0	20000.0	23319.0	0.0	116.5	93.2	管理購買部
202209	230W60100	34	研究開発費	0.0	0.0	24225.0	0.0	0.0	0.0	管理購買部
202209	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	36	賃借料	56500.0	56500.0	56000.0	0.0	99.1	99.1	管理購買部
202209	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202209	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	47	保険料	24860.0	4590.0	4590.0	0.0	100.0	18.4	管理購買部
202209	230W60100	48	支払報酬	18500.0	18500.0	37000.0	0.0	200.0	200.0	管理購買部
202209	230W60100	49	販売手数料	0.0	0.0	1677519.0	0.0	0.0	0.0	管理購買部
202209	230W60100	50	支払手数料	27000.0	27000.0	33528.0	0.0	124.1	124.1	管理購買部
202209	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	52	諸会費	33000.0	13000.0	39000.0	0.0	300.0	118.1	管理購買部
202209	230W60100	53	会議費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	55	租税公課	23600.0	11800.0	12800.0	0.0	108.4	54.2	管理購買部
202209	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	59	情報機器利用料	22320.0	31300.0	31300.0	0.0	100.0	140.2	管理購買部
202209	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	61	雑費	8700.0	9233.0	14184.0	0.0	153.6	163.0	管理購買部
202209	230W60100	62	福利消耗品費	14200.0	7000.0	445.0	0.0	6.3	3.1	管理購買部
202209	230W60100	63	教育研修費	15000.0	15000.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	65	グループ共通	142600.0	142600.0	0.0	0.0	0.0	0.0	管理購買部
202209	230W60100	66	差引収益	-1649886.0	-559563.0	-2446032.0	0.0	0.0	0.0	管理購買部
202209	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202209	230W60100	68	総時間	493.0	490.0	515.0		105.1	104.4	管理購買部
202209	230W60100	69	定時間	600.0	600.0	608.0		101.3	101.3	管理購買部
202209	230W60100	70	残業時間	5.0	5.0	13.0		260.0	260.0	管理購買部
202209	230W60100	71	移動時間	-112.0	-115.0	-106.0		0.0	0.0	管理購買部
202209	230W60100	72	当月時間当り	-3346.6	-1141.9	-4749.5		0.0	0.0	管理購買部
202209	230W60100	73	人員	4.0	4.0	4.0		100.0	100.0	管理購買部
202210	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	7	売上原価	26859107.0	3978054.0	4197197.0		105.5	15.6	管理購買部
202210	230W60100	8	苗仕入	2008800.0	3871944.0	4091209.0		105.6	203.6	管理購買部
202210	230W60100	9	パテント仕入	24850307.0	106110.0	105988.0		99.8	0.4	管理購買部
202210	230W60100	10	社内売	37501949.0	5569275.0	5876076.0		105.5	15.6	管理購買部
202210	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	12	総収益	10642842.0	1591221.0	1678879.0		105.5	15.7	管理購買部
202210	230W60100	13	経費合計	9121555.0	1642842.0	658554.0	0.0	40.0	7.2	管理購買部
202210	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	16	培土費用	7700000.0	0.0	484500.0	0.0	0.0	6.2	管理購買部
202210	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	19	諸材料費	30000.0	104492.0	49051.0	0.0	46.9	163.5	管理購買部
202210	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	21	減価償却費	200754.0	214254.0	200754.0	0.0	93.6	100.0	管理購買部
202210	230W60100	22	車両費	101690.0	101690.0	95860.0	0.0	94.2	94.2	管理購買部
202210	230W60100	23	旅費交通費	5000.0	326000.0	138193.0	0.0	42.3		管理購買部
202210	230W60100	24	荷造運搬費	550000.0	250000.0	467732.0	0.0	187.0	85.0	管理購買部
202210	230W60100	25	通信費	15806.0	18358.0	21682.0	0.0	118.1	137.1	管理購買部
202210	230W60100	26	水道光熱費	2700.0	2700.0	2639.0	0.0	97.7	97.7	管理購買部
202210	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	29	事務用品費	35000.0	35000.0	51710.0	0.0	147.7	147.7	管理購買部
202210	230W60100	30	消耗品費	20000.0	26500.0	12580.0	0.0	47.4	62.9	管理購買部
202210	230W60100	31	廃棄物処理料	16000.0	16000.0	32000.0	0.0	200.0	200.0	管理購買部
202210	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	33	接待交際費	5000.0	12000.0	39168.0	0.0	326.4	783.3	管理購買部
202210	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	36	賃借料	56500.0	56500.0	56000.0	0.0	99.1	99.1	管理購買部
202210	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202210	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	47	保険料	4860.0	24590.0	4590.0	0.0	18.6	94.4	管理購買部
202210	230W60100	48	支払報酬	18500.0	18500.0	18500.0	0.0	100.0	100.0	管理購買部
202210	230W60100	49	販売手数料	0.0	0.0	-1230519.0	0.0	0.0	0.0	管理購買部
202210	230W60100	50	支払手数料	107000.0	107000.0	106694.0	0.0	99.7	99.7	管理購買部
202210	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	52	諸会費	0.0	30000.0	10000.0	0.0	33.3	0.0	管理購買部
202210	230W60100	53	会議費	0.0	4000.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	55	租税公課	11800.0	11800.0	13900.0	0.0	117.7	117.7	管理購買部
202210	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	59	情報機器利用料	22320.0	31300.0	31300.0	0.0	100.0	140.2	管理購買部
202210	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	61	雑費	41025.0	89558.0	61858.0	0.0	69.0	150.7	管理購買部
202210	230W60100	62	福利消耗品費	0.0	0.0	362.0	0.0	0.0	0.0	管理購買部
202210	230W60100	63	教育研修費	15000.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	65	グループ共通	142600.0	142600.0	0.0	0.0	0.0	0.0	管理購買部
202210	230W60100	66	差引収益	1521287.0	-51621.0	1020325.0	0.0	0.0	67.0	管理購買部
202210	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202210	230W60100	68	総時間	518.0	515.0	530.0		102.9	102.3	管理購買部
202210	230W60100	69	定時間	620.0	620.0	616.75		99.4	99.4	管理購買部
202210	230W60100	70	残業時間	10.0	10.0	27.75		277.5	277.5	管理購買部
202210	230W60100	71	移動時間	-112.0	-115.0	-114.5		0.0	0.0	管理購買部
202210	230W60100	72	当月時間当り	2936.8	-100.2	1925.1		0.0	65.5	管理購買部
202210	230W60100	73	人員	4.0	4.0	4.0		100.0	100.0	管理購買部
202211	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	7	売上原価	5117430.0	8441810.0	8092849.0		95.8	158.1	管理購買部
202211	230W60100	8	苗仕入	5117430.0	8441810.0	8092849.0		95.8	158.1	管理購買部
202211	230W60100	9	パテント仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	10	社内売	6694002.0	11818534.0	11329989.0		95.8	169.2	管理購買部
202211	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	12	総収益	1576572.0	3376724.0	3237140.0		95.8	205.3	管理購買部
202211	230W60100	13	経費合計	1797230.0	6476656.0	6100747.0	0.0	94.1	339.4	管理購買部
202211	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	16	培土費用	450000.0	4681673.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	19	諸材料費	100000.0	100000.0	4736793.0	0.0			管理購買部
202211	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	21	減価償却費	200754.0	214254.0	200754.0	0.0	93.6	100.0	管理購買部
202211	230W60100	22	車両費	101690.0	101690.0	95300.0	0.0	93.7	93.7	管理購買部
202211	230W60100	23	旅費交通費	5000.0	250000.0	171327.0	0.0	68.5		管理購買部
202211	230W60100	24	荷造運搬費	500000.0	663000.0	643764.0	0.0	97.0	128.7	管理購買部
202211	230W60100	25	通信費	15806.0	15606.0	16854.0	0.0	107.9	106.6	管理購買部
202211	230W60100	26	水道光熱費	2700.0	2700.0	2491.0	0.0	92.2	92.2	管理購買部
202211	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	29	事務用品費	35000.0	35000.0	8800.0	0.0	25.1	25.1	管理購買部
202211	230W60100	30	消耗品費	20000.0	20000.0	4081.0	0.0	20.4	20.4	管理購買部
202211	230W60100	31	廃棄物処理料	16000.0	16000.0	16000.0	0.0	100.0	100.0	管理購買部
202211	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	33	接待交際費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	36	賃借料	56500.0	56500.0	56000.0	0.0	99.1	99.1	管理購買部
202211	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202211	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	47	保険料	4860.0	20000.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	48	支払報酬	18500.0	18500.0	18500.0	0.0	100.0	100.0	管理購買部
202211	230W60100	49	販売手数料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	50	支払手数料	27000.0	27000.0	39450.0	0.0	146.1	146.1	管理購買部
202211	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	52	諸会費	10000.0	0.0	24000.0	0.0	0.0	240.0	管理購買部
202211	230W60100	53	会議費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	55	租税公課	23600.0	35400.0	36400.0	0.0	102.8	154.2	管理購買部
202211	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	59	情報機器利用料	22320.0	31300.0	31300.0	0.0	100.0	140.2	管理購買部
202211	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	61	雑費	8700.0	9233.0	8377.0	0.0	90.7	96.2	管理購買部
202211	230W60100	62	福利消耗品費	1200.0	1200.0	556.0	0.0	46.3	46.3	管理購買部
202211	230W60100	63	教育研修費	15000.0	15000.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	65	グループ共通	142600.0	142600.0	0.0	0.0	0.0	0.0	管理購買部
202211	230W60100	66	差引収益	-220658.0	-3099932.0	-2863607.0	0.0	0.0	0.0	管理購買部
202211	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202211	230W60100	68	総時間	518.0	515.0	525.25		101.9	101.3	管理購買部
202211	230W60100	69	定時間	620.0	620.0	624.0		100.6	100.6	管理購買部
202211	230W60100	70	残業時間	10.0	10.0	16.75		167.5	167.5	管理購買部
202211	230W60100	71	移動時間	-112.0	-115.0	-115.5		0.0	0.0	管理購買部
202211	230W60100	72	当月時間当り	-425.9	-6019.2	-5451.8		0.0	0.0	管理購買部
202211	230W60100	73	人員	4.0	4.0	4.0		100.0	100.0	管理購買部
202212	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	7	売上原価	6832000.0	6952660.0	7567999.0		108.8	110.7	管理購買部
202212	230W60100	8	苗仕入	6787200.0	6888960.0	7567999.0		109.8	111.5	管理購買部
202212	230W60100	9	パテント仕入	44800.0	63700.0	0.0		0.0	0.0	管理購買部
202212	230W60100	10	社内売	8937600.0	9753534.0	10595199.0		108.6	118.5	管理購買部
202212	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	12	総収益	2105600.0	2800874.0	3027200.0		108.0	143.7	管理購買部
202212	230W60100	13	経費合計	2015355.0	1677983.0	1857524.0	0.0	110.6	92.1	管理購買部
202212	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	16	培土費用	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	19	諸材料費	0.0	32800.0	110300.0	0.0	336.2	0.0	管理購買部
202212	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	21	減価償却費	200754.0	214254.0	211587.0	0.0	98.7	105.3	管理購買部
202212	230W60100	22	車両費	101690.0	101690.0	101423.0	0.0	99.7	99.7	管理購買部
202212	230W60100	23	旅費交通費	305000.0	30000.0	59793.0	0.0	199.3	19.6	管理購買部
202212	230W60100	24	荷造運搬費	500000.0	500000.0	424562.0	0.0	84.9	84.9	管理購買部
202212	230W60100	25	通信費	15806.0	15606.0	19637.0	0.0	125.8	124.2	管理購買部
202212	230W60100	26	水道光熱費	2700.0	2700.0	2565.0	0.0	95.0	95.0	管理購買部
202212	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	29	事務用品費	35000.0	35000.0	65216.0	0.0	186.3	186.3	管理購買部
202212	230W60100	30	消耗品費	20000.0	20000.0	26400.0	0.0	132.0	132.0	管理購買部
202212	230W60100	31	廃棄物処理料	16000.0	16000.0	23070.0	0.0	144.1	144.1	管理購買部
202212	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	33	接待交際費	25000.0	10000.0	10000.0	0.0	100.0	40.0	管理購買部
202212	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	36	賃借料	56500.0	56500.0	56000.0	0.0	99.1	99.1	管理購買部
202212	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202212	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	47	保険料	24860.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	48	支払報酬	18500.0	18500.0	18500.0	0.0	100.0	100.0	管理購買部
202212	230W60100	49	販売手数料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	50	支払手数料	27000.0	27000.0	89634.0	0.0	331.9	331.9	管理購買部
202212	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	52	諸会費	2000.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	53	会議費	0.0	26000.0	17375.0	0.0	66.8	0.0	管理購買部
202212	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	55	租税公課	183600.0	177600.0	177600.0	0.0	100.0	96.7	管理購買部
202212	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	58	システム管理料	180000.0	180000.0	360000.0	0.0	200.0	200.0	管理購買部
202212	230W60100	59	情報機器利用料	22320.0	31300.0	31300.0	0.0	100.0	140.2	管理購買部
202212	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	61	雑費	61025.0	9233.0	60706.0	0.0	657.4	99.4	管理購買部
202212	230W60100	62	福利消耗品費	0.0	1200.0	1856.0	0.0	154.6	0.0	管理購買部
202212	230W60100	63	教育研修費	55000.0	10000.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	65	グループ共通	142600.0	142600.0	0.0	0.0	0.0	0.0	管理購買部
202212	230W60100	66	差引収益	90245.0	1122891.0	1169676.0	0.0	104.1		管理購買部
202212	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202212	230W60100	68	総時間	498.0	515.0	516.0		100.1	103.6	管理購買部
202212	230W60100	69	定時間	600.0	620.0	614.0		99.0	102.3	管理購買部
202212	230W60100	70	残業時間	10.0	10.0	16.0		160.0	160.0	管理購買部
202212	230W60100	71	移動時間	-112.0	-115.0	-114.0		0.0	0.0	管理購買部
202212	230W60100	72	当月時間当り	181.2	2180.3	2266.8		103.9		管理購買部
202212	230W60100	73	人員	4.0	4.0	4.0		100.0	100.0	管理購買部
202301	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
