対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)	組織名
202301	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	7	売上原価	4573220.0	4656857.0	4595358.0		98.6	100.4	管理購買部
202301	230W60100	8	苗仕入	4573220.0	4656857.0	4531658.0		97.3	99.0	管理購買部
202301	230W60100	9	パテント仕入	0.0	0.0	63700.0		0.0	0.0	管理購買部
202301	230W60100	10	社内売	5926508.0	6519600.0	6433501.0		98.6	108.5	管理購買部
202301	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	12	総収益	1353288.0	1862743.0	1838143.0		98.6	135.8	管理購買部
202301	230W60100	13	経費合計	1236030.0	1778783.0	2006923.0	0.0	112.8	162.3	管理購買部
202301	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	16	培土費用	0.0	237500.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	19	諸材料費	0.0	260000.0	47500.0	0.0	18.2	0.0	管理購買部
202301	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	21	減価償却費	200754.0	214254.0	211587.0	0.0	98.7	105.3	管理購買部
202301	230W60100	22	車両費	101690.0	101690.0	95300.0	0.0	93.7	93.7	管理購買部
202301	230W60100	23	旅費交通費	5000.0	280000.0	11619.0	0.0	4.1	232.3	管理購買部
202301	230W60100	24	荷造運搬費	500000.0	250000.0	195073.0	0.0	78.0	39.0	管理購買部
202301	230W60100	25	通信費	15806.0	15606.0	18834.0	0.0	120.6	119.1	管理購買部
202301	230W60100	26	水道光熱費	2700.0	2700.0	2712.0	0.0	100.4	100.4	管理購買部
202301	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	29	事務用品費	35000.0	35000.0	20505.0	0.0	58.5	58.5	管理購買部
202301	230W60100	30	消耗品費	20000.0	20000.0	9653.0	0.0	48.2	48.2	管理購買部
202301	230W60100	31	廃棄物処理料	16000.0	16000.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	33	接待交際費	0.0	10000.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	36	賃借料	56500.0	56500.0	56000.0	0.0	99.1	99.1	管理購買部
202301	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202301	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	47	保険料	4860.0	20000.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	48	支払報酬	18500.0	18500.0	18500.0	0.0	100.0	100.0	管理購買部
202301	230W60100	49	販売手数料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	50	支払手数料	27000.0	27000.0	20450.0	0.0	75.7	75.7	管理購買部
202301	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	52	諸会費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	53	会議費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	55	租税公課	23600.0	11800.0	16800.0	0.0	142.3	71.1	管理購買部
202301	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	58	システム管理料	0.0	0.0	-180000.0	0.0	0.0	0.0	管理購買部
202301	230W60100	59	情報機器利用料	22320.0	31300.0	31300.0	0.0	100.0	140.2	管理購買部
202301	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	61	雑費	8700.0	8333.0	14434.0	0.0	173.2	165.9	管理購買部
202301	230W60100	62	福利消耗品費	0.0	0.0	656.0	0.0	0.0	0.0	管理購買部
202301	230W60100	63	教育研修費	15000.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202301	230W60100	65	グループ共通	142600.0	142600.0	1426000.0	0.0			管理購買部
202301	230W60100	66	差引収益	117258.0	83960.0	-168780.0	0.0	0.0	0.0	管理購買部
202301	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202301	230W60100	68	総時間	434.0	462.5	470.25		101.6	108.3	管理購買部
202301	230W60100	69	定時間	536.0	556.0	548.0		98.5	102.2	管理購買部
202301	230W60100	70	残業時間	10.0	10.0	22.75		227.5	227.5	管理購買部
202301	230W60100	71	移動時間	-112.0	-103.5	-100.5		0.0	0.0	管理購買部
202301	230W60100	72	当月時間当り	270.1	181.5	-358.9		0.0	0.0	管理購買部
202301	230W60100	73	人員	4.0	4.0	4.0		100.0	100.0	管理購買部
202302	230W60100	1	総受注高	0.0	0.0	570806.0		0.0	0.0	管理購買部
202302	230W60100	2	総売上高	0.0	511038.0	570806.0		111.6	0.0	管理購買部
202302	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202302	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202302	230W60100	5	その他の売上	0.0	511038.0	570806.0		111.6	0.0	管理購買部
202302	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202302	230W60100	7	売上原価	9950322.0	9566670.0	10093091.0		105.5	101.4	管理購買部
202302	230W60100	8	苗仕入	9950322.0	9566670.0	10181817.0		106.4	102.3	管理購買部
202302	230W60100	9	パテント仕入	0.0	0.0	-88726.0		0.0	0.0	管理購買部
202302	230W60100	10	社内売	12738152.0	13393338.0	14130327.0		105.5	110.9	管理購買部
202302	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202302	230W60100	12	総収益	2787830.0	4337706.0	4608042.0		106.2	165.2	管理購買部
202302	230W60100	13	経費合計	2290340.0	2372613.0	2168171.0	379.8	91.3	94.6	管理購買部
202302	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	16	培土費用	450000.0	237500.0	486400.0	85.2	204.8	108.0	管理購買部
202302	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	19	諸材料費	80000.0	260000.0	153450.0	26.8	59.0	191.8	管理購買部
202302	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	21	減価償却費	200754.0	214254.0	211587.0	37.0	98.7	105.3	管理購買部
202302	230W60100	22	車両費	96000.0	96820.0	98170.0	17.1	101.3	102.2	管理購買部
202302	230W60100	23	旅費交通費	355000.0	456000.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	24	荷造運搬費	500000.0	500000.0	526672.0	92.2	105.3	105.3	管理購買部
202302	230W60100	25	通信費	15806.0	42506.0	15623.0	2.7	36.7	98.8	管理購買部
202302	230W60100	26	水道光熱費	2700.0	2700.0	2860.0	0.5	105.9	105.9	管理購買部
202302	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	29	事務用品費	35000.0	35000.0	19261.0	3.3	55.0	55.0	管理購買部
202302	230W60100	30	消耗品費	20000.0	20000.0	17188.0	3.0	85.9	85.9	管理購買部
202302	230W60100	31	廃棄物処理料	16000.0	16000.0	16000.0	2.8	100.0	100.0	管理購買部
202302	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	33	接待交際費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	36	賃借料	56500.0	56500.0	56000.0	9.8	99.1	99.1	管理購買部
202302	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202302	230W60100	45	修繕費	30000.0	30000.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	47	保険料	24860.0	10000.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	48	支払報酬	18500.0	18500.0	18500.0	3.2	100.0	100.0	管理購買部
202302	230W60100	49	販売手数料	0.0	0.0	88726.0	15.5	0.0	0.0	管理購買部
202302	230W60100	50	支払手数料	27000.0	27000.0	51131.0	8.9	189.3	189.3	管理購買部
202302	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	52	諸会費	10000.0	0.0	10000.0	1.7	0.0	100.0	管理購買部
202302	230W60100	53	会議費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	55	租税公課	183600.0	177600.0	195307.0	34.2	109.9	106.3	管理購買部
202302	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	59	情報機器利用料	22320.0	31300.0	27920.0	4.8	89.2	125.0	管理購買部
202302	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	61	雑費	8700.0	8333.0	40359.0	7.0	484.3	463.8	管理購買部
202302	230W60100	62	福利消耗品費	0.0	0.0	417.0	0.0	0.0	0.0	管理購買部
202302	230W60100	63	教育研修費	5000.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202302	230W60100	65	グループ共通	142600.0	142600.0	142600.0	24.9	100.0	100.0	管理購買部
202302	230W60100	66	差引収益	497490.0	1965093.0	2439871.0	427.4	124.1	490.4	管理購買部
202302	230W60100	67	差引比率	0.0	384.5	427.4		111.1	0.0	管理購買部
202302	230W60100	68	総時間	486.0	340.75	344.25		101.0	70.8	管理購買部
202302	230W60100	69	定時間	588.0	436.0	419.25		96.1	71.3	管理購買部
202302	230W60100	70	残業時間	10.0	14.0	30.25		216.0	302.5	管理購買部
202302	230W60100	71	移動時間	-112.0	-109.25	-105.25		0.0	0.0	管理購買部
202302	230W60100	72	当月時間当り	1023.6	5766.9	7087.4		122.8	692.3	管理購買部
202302	230W60100	73	人員	4.0	3.0	3.0		100.0	75.0	管理購買部
202303	230W60100	1	総受注高	0.0	0.0	85075.0		0.0	0.0	管理購買部
202303	230W60100	2	総売上高	511038.0	0.0	85075.0		0.0	16.6	管理購買部
202303	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202303	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202303	230W60100	5	その他の売上	511038.0	0.0	85075.0		0.0	16.6	管理購買部
202303	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202303	230W60100	7	売上原価	15046255.0	17309233.0	19008430.0		109.8	126.3	管理購買部
202303	230W60100	8	苗仕入	9496280.0	11221733.0	12962834.0		115.5	136.5	管理購買部
202303	230W60100	9	パテント仕入	5549975.0	6087500.0	6045596.0		99.3	108.9	管理購買部
202303	230W60100	10	社内売	20191157.0	24232926.0	26611802.0		109.8	131.7	管理購買部
202303	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202303	230W60100	12	総収益	5655940.0	6923693.0	7688447.0		111.0	135.9	管理購買部
202303	230W60100	13	経費合計	1220434.0	2589286.0	2018146.0	0.0	77.9	165.3	管理購買部
202303	230W60100	14	種苗費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	16	培土費用	0.0	237500.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	19	諸材料費	0.0	54000.0	4045.0	4.7	7.4	0.0	管理購買部
202303	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	21	減価償却費	200848.0	214254.0	211682.0	248.8	98.7	105.3	管理購買部
202303	230W60100	22	車両費	96000.0	96820.0	60400.0	70.9	62.3	62.9	管理購買部
202303	230W60100	23	旅費交通費	5000.0	481000.0	619956.0	728.7	128.8		管理購買部
202303	230W60100	24	荷造運搬費	500000.0	1000000.0	624908.0	734.5	62.4	124.9	管理購買部
202303	230W60100	25	通信費	15806.0	38606.0	37473.0	44.0	97.0	237.0	管理購買部
202303	230W60100	26	水道光熱費	2700.0	2700.0	3156.0	3.7	116.8	116.8	管理購買部
202303	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	29	事務用品費	35000.0	35000.0	45306.0	53.2	129.4	129.4	管理購買部
202303	230W60100	30	消耗品費	20000.0	20000.0	10611.0	12.4	53.0	53.0	管理購買部
202303	230W60100	31	廃棄物処理料	16000.0	16000.0	32000.0	37.6	200.0	200.0	管理購買部
202303	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	33	接待交際費	0.0	32000.0	27060.0	31.8	84.5	0.0	管理購買部
202303	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	36	賃借料	56500.0	56500.0	56000.0	65.8	99.1	99.1	管理購買部
202303	230W60100	37	賃貸料収入	-10000.0	-10000.0	-10000.0	0.0	0.0	0.0	管理購買部
202303	230W60100	45	修繕費	30000.0	88000.0	76280.0	89.6	86.6	254.2	管理購買部
202303	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	47	保険料	4860.0	34973.0	20573.0	24.1	58.8	423.3	管理購買部
202303	230W60100	48	支払報酬	18500.0	18500.0	18500.0	21.7	100.0	100.0	管理購買部
202303	230W60100	49	販売手数料	0.0	-88000.0	-88726.0	0.0	0.0	0.0	管理購買部
202303	230W60100	50	支払手数料	27000.0	27000.0	18245.0	21.4	67.5	67.5	管理購買部
202303	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	52	諸会費	0.0	0.0	18000.0	21.1	0.0	0.0	管理購買部
202303	230W60100	53	会議費	0.0	0.0	2046.0	2.4	0.0	0.0	管理購買部
202303	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	55	租税公課	23600.0	47200.0	47400.0	55.7	100.4	200.8	管理購買部
202303	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	59	情報機器利用料	22320.0	31300.0	27920.0	32.8	89.2	125.0	管理購買部
202303	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	61	雑費	8700.0	8333.0	12433.0	14.6	149.2	142.9	管理購買部
202303	230W60100	62	福利消耗品費	0.0	0.0	278.0	0.3	0.0	0.0	管理購買部
202303	230W60100	63	教育研修費	5000.0	5000.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202303	230W60100	65	グループ共通	142600.0	142600.0	142600.0	167.6	100.0	100.0	管理購買部
202303	230W60100	66	差引収益	4435506.0	4334407.0	5670301.0	0.0	130.8	127.8	管理購買部
202303	230W60100	67	差引比率	867.9	0.0	6665.0		0.0	767.9	管理購買部
202303	230W60100	68	総時間	582.0	416.0	431.25		103.6	74.0	管理購買部
202303	230W60100	69	定時間	684.0	508.0	528.0		103.9	77.1	管理購買部
202303	230W60100	70	残業時間	10.0	20.0	34.25		171.2	342.5	管理購買部
202303	230W60100	71	移動時間	-112.0	-112.0	-131.0		0.0	0.0	管理購買部
202303	230W60100	72	当月時間当り	7621.1	10419.2	13148.5		126.1	172.5	管理購買部
202303	230W60100	73	人員	4.0	3.0	3.0		100.0	75.0	管理購買部
202304	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	7	売上原価	8945457.0	8810857.0	10316087.0		117.0	115.3	管理購買部
202304	230W60100	8	苗仕入	8810857.0	8810857.0	10316087.0		117.0	117.0	管理購買部
202304	230W60100	9	パテント仕入	134600.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	10	社内売	9749925.0	11142000.0	10242672.0		91.9	105.0	管理購買部
202304	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	12	総収益	804468.0	2331143.0	-73415.0		0.0	0.0	管理購買部
202304	230W60100	13	経費合計	1773985.0	1773985.0	1674094.0	0.0	94.3	94.3	管理購買部
202304	230W60100	14	種苗費	0.0	0.0	89150.0	0.0	0.0	0.0	管理購買部
202304	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	16	培土費用	500000.0	500000.0	518760.0	0.0	103.7	103.7	管理購買部
202304	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	19	諸材料費	60000.0	60000.0	55120.0	0.0	91.8	91.8	管理購買部
202304	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	21	減価償却費	164716.0	164716.0	164716.0	0.0	100.0	100.0	管理購買部
202304	230W60100	22	車両費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	23	旅費交通費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	24	荷造運搬費	500000.0	500000.0	275253.0	0.0	55.0	55.0	管理購買部
202304	230W60100	25	通信費	18051.0	18051.0	15213.0	0.0	84.2	84.2	管理購買部
202304	230W60100	26	水道光熱費	2712.0	2712.0	3230.0	0.0	119.1	119.1	管理購買部
202304	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	29	事務用品費	109000.0	109000.0	147373.0	0.0	135.2	135.2	管理購買部
202304	230W60100	30	消耗品費	15000.0	15000.0	41673.0	0.0	277.8	277.8	管理購買部
202304	230W60100	31	廃棄物処理料	16000.0	16000.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	33	接待交際費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	36	賃借料	56450.0	56450.0	54550.0	0.0	96.6	96.6	管理購買部
202304	230W60100	37	賃貸料収入	-10000.0	-10000.0	-4333.0	0.0	0.0	0.0	管理購買部
202304	230W60100	45	修繕費	40000.0	40000.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	47	保険料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	48	支払報酬	18500.0	18500.0	18500.0	0.0	100.0	100.0	管理購買部
202304	230W60100	49	販売手数料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	50	支払手数料	103500.0	103500.0	123539.0	0.0	119.3	119.3	管理購買部
202304	230W60100	51	診断料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	52	諸会費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	53	会議費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	54	寄付金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	55	租税公課	23600.0	23600.0	48400.0	0.0	205.0	205.0	管理購買部
202304	230W60100	56	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	57	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	58	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	59	情報機器利用料	13360.0	13360.0	16740.0	0.0	125.2	125.2	管理購買部
202304	230W60100	60	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	61	雑費	40596.0	40596.0	8710.0	0.0	21.4	21.4	管理購買部
202304	230W60100	62	福利消耗品費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	63	教育研修費	5000.0	5000.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	64	雑給	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202304	230W60100	65	グループ共通	97500.0	97500.0	97500.0	0.0	100.0	100.0	管理購買部
202304	230W60100	66	差引収益	-969517.0	557158.0	-1747509.0	0.0	0.0	0.0	管理購買部
202304	230W60100	67	差引比率	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	68	総時間	335.0	335.0	338.25		100.9	100.9	管理購買部
202304	230W60100	69	定時間	320.0	320.0	320.0		100.0	100.0	管理購買部
202304	230W60100	70	残業時間	15.0	15.0	18.25		121.6	121.6	管理購買部
202304	230W60100	71	移動時間	0.0	0.0	0.0		0.0	0.0	管理購買部
202304	230W60100	72	当月時間当り	-2894.0	1663.1	-5166.3		0.0	0.0	管理購買部
202304	230W60100	73	人員	2.0	2.0	2.0		100.0	100.0	管理購買部
202305	230W60100	1	総受注高	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	2	総売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	3	カーネーション売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	4	カスミ草売上高	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	5	その他の売上	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	6	送料	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	7	売上原価	12223475.0	12090703.0	60548020.0		500.7	495.3	管理購買部
202305	230W60100	8	苗仕入	12223475.0	12090703.0	60548020.0		500.7	495.3	管理購買部
202305	230W60100	9	パテント仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	10	社内売	15441525.0	15165338.0	15198984.0		100.2	98.4	管理購買部
202305	230W60100	11	社内仕入	0.0	0.0	0.0		0.0	0.0	管理購買部
202305	230W60100	12	総収益	3218050.0	3074635.0	-45349036.0		0.0	0.0	管理購買部
202305	230W60100	13	経費合計	8983424.0	9053424.0	3850298.0	0.0	42.5	42.8	管理購買部
202305	230W60100	14	種苗費	5766825.0	5766825.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	16	培土費用	1250000.0	1250000.0	1009800.0	0.0	80.7	80.7	管理購買部
202305	230W60100	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	19	諸材料費	169000.0	229000.0	394703.0	0.0	172.3	233.5	管理購買部
202305	230W60100	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	21	減価償却費	170616.0	170616.0	164716.0	0.0	96.5	96.5	管理購買部
202305	230W60100	22	車両費	0.0	0.0	17700.0	0.0	0.0	0.0	管理購買部
202305	230W60100	23	旅費交通費	0.0	0.0	21986.0	0.0	0.0	0.0	管理購買部
202305	230W60100	24	荷造運搬費	900000.0	900000.0	1677699.0	0.0	186.4	186.4	管理購買部
202305	230W60100	25	通信費	18051.0	18051.0	15442.0	0.0	85.5	85.5	管理購買部
202305	230W60100	26	水道光熱費	2712.0	2712.0	3082.0	0.0	113.6	113.6	管理購買部
202305	230W60100	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	29	事務用品費	49000.0	109000.0	82784.0	0.0	75.9	168.9	管理購買部
202305	230W60100	30	消耗品費	115000.0	15000.0	14947.0	0.0	99.6	12.9	管理購買部
202305	230W60100	31	廃棄物処理料	16000.0	16000.0	32000.0	0.0	200.0	200.0	管理購買部
202305	230W60100	32	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	33	接待交際費	0.0	50000.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	34	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	35	クレーム費	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	36	賃借料	56450.0	56450.0	-30091.0	0.0	0.0	0.0	管理購買部
202305	230W60100	37	賃貸料収入	-10000.0	-10000.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	45	修繕費	40000.0	40000.0	30091.0	0.0	75.2	75.2	管理購買部
202305	230W60100	46	支払リース料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	47	保険料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
202305	230W60100	48	支払報酬	18500.0	18500.0	18500.0	0.0	100.0	100.0	管理購買部
202305	230W60100	49	販売手数料	0.0	0.0	0.0	0.0	0.0	0.0	管理購買部
