対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)
202605	014000000	1	総受注高	285000.0	285000.0	3097500.0			
202605	014000000	2	総売上高	16709050.0	16336050.0	15993040.0		97.9	95.7
202605	014000000	3	カーネーション売上高	16100000.0	15671000.0	15282300.0		97.5	94.9
202605	014000000	4	カスミ草売上高	86400.0	86400.0	96000.0		111.1	111.1
202605	014000000	5	その他の売上	12650.0	12650.0	89400.0		706.7	706.7
202605	014000000	6	送料	510000.0	566000.0	525340.0		92.8	103.0
202605	014000000	7	売上原価	18497390.0	14585851.0	10639294.0		72.9	57.5
202605	014000000	8	苗仕入	17962960.0	14291351.0	26506495.0		185.4	147.5
202605	014000000	9	パテント仕入	0.0	0.0	0.0		0.0	0.0
202605	014000000	10	社内売	0.0	0.0	0.0		0.0	0.0
202605	014000000	11	社内仕入	0.0	0.0	0.0		0.0	0.0
202605	014000000	12	総収益	-1788340.0	1750199.0	5353746.0		305.8	0.0
202605	014000000	13	経費合計	4678337.0	8037360.0	4401988.0	27.5	54.7	94.0
202605	014000000	14	種苗費	8800.0	2452223.0	0.0	0.0	0.0	0.0
202605	014000000	15	肥料費	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	16	培土費用	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	17	農薬衛生費	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	18	農具費	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	19	諸材料費	10000.0	10000.0	205000.0	1.2		
202605	014000000	20	その他仕入高	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	21	減価償却費	422791.0	422791.0	440220.0	2.7	104.1	104.1
202605	014000000	22	車両費	135933.0	135933.0	117956.0	0.7	86.7	86.7
202605	014000000	23	旅費交通費	34000.0	34000.0	277381.0	1.7	815.8	815.8
202605	014000000	24	荷造運搬費	962509.0	1076509.0	1138053.0	7.1	105.7	118.2
202605	014000000	25	通信費	81067.0	81067.0	79530.0	0.4	98.1	98.1
202605	014000000	26	水道光熱費	150000.0	150000.0	169000.0	1.0	112.6	112.6
202605	014000000	27	動力費	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	28	燃料費	0.0	0.0	0.0	0.0	0.0	0.0
202605	014000000	29	事務用品費	40000.0	40000.0	41816.0	0.2	104.5	104.5
202605	014000000	30	消耗品費	275000.0	275000.0	4512.0	0.0	1.6	1.6
202605	014000000	31	廃棄物処理料	61950.0	61950.0	16900.0	0.1	27.2	27.2
202605	014000000	32	広告宣伝費	33840.0	105840.0	105840.0	0.6	100.0	312.7
202605	014000000	33	接待交際費	0.0	0.0	13693.0	0.0	0.0	0.0
202605	014000000	34	研究開発費	1175000.0	1175000.0	533911.0	3.3	45.4	45.4
