対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)
202607	060B10300	1	総受注高	150500000.0	150500000.0	155311962.0		103.1	103.1
202607	060B10300	2	受注高	150500000.0	150500000.0	155311962.0	100.0	103.1	103.1
202607	060B10300	3	受注割戻高	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	4	総売上高	150500000.0	150500000.0	139082431.0		92.4	92.4
202607	060B10300	5	売上高	150500000.0	150500000.0	139082431.0	100.0	92.4	92.4
202607	060B10300	6	売上割戻高	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	7	売上原価	133400000.0	133400000.0	123543307.0	88.8	92.6	92.6
202607	060B10300	8	売上原価（割戻前）	133400000.0	133400000.0	123543307.0	88.8	92.6	92.6
202607	060B10300	9	仕入割戻高	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	10	総収益	17100000.0	17100000.0	15539124.0	11.1	90.8	90.8
202607	060B10300	11	経費合計	21312101.0	21338012.0	25622900.0	18.4	120.0	120.2
202607	060B10300	12	減価償却費	425.0	425.0	424.0	0.0	99.7	99.7
202607	060B10300	13	車両費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	14	旅費交通費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	15	荷造運搬費	1300000.0	1300000.0	673417.0	0.4	51.8	51.8
202607	060B10300	16	通信費	9401.0	9401.0	72838.0	0.0	774.7	774.7
202607	060B10300	17	水道光熱費	11991.0	11991.0	10742.0	0.0	89.5	89.5
202607	060B10300	18	事務用品費	6470.0	6470.0	8225.0	0.0	127.1	127.1
202607	060B10300	19	消耗品費	356.0	356.0	0.0	0.0	0.0	0.0
202607	060B10300	20	廃棄物処理料	2206.0	2206.0	1959.0	0.0	88.8	88.8
202607	060B10300	21	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	22	接待交際費	100000.0	100000.0	0.0	0.0	0.0	0.0
202607	060B10300	23	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	24	賃借料	128492.0	128492.0	128492.0	0.0	100.0	100.0
202607	060B10300	25	賃貸料収入	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	26	修繕費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	27	支払リース料	1518.0	1518.0	1517.0	0.0	99.9	99.9
202607	060B10300	28	保険料	135.0	135.0	45.0	0.0	33.3	33.3
202607	060B10300	29	支払報酬	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	30	販売手数料	17600000.0	17600000.0	23001768.0	16.5	130.6	130.6
202607	060B10300	31	支払手数料	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	32	診断料	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	33	諸会費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	34	会議費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	35	寄付金	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	36	租税公課	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	37	業務委託費	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	38	業務受託収入	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	39	システム管理料	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	40	情報機器利用料	196440.0	186282.0	186282.0	0.1	100.0	94.8
202607	060B10300	41	貸倒金	0.0	0.0	0.0	0.0	0.0	0.0
202607	060B10300	42	雑費	0.0	0.0	0.0	0.0	0.0	0.0
