対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)
202605	060B10300	1	総受注高	135800000.0	135800000.0	100994799.0		74.3	74.3
202605	060B10300	2	受注高	135800000.0	135800000.0	100994799.0	100.0	74.3	74.3
202605	060B10300	3	受注割戻高	0.0	0.0	0.0	0.0	0.0	0.0
202605	060B10300	4	総売上高	135800000.0	135800000.0	83083836.0		61.1	61.1
202605	060B10300	5	売上高	135800000.0	135800000.0	83083836.0	100.0	61.1	61.1
202605	060B10300	6	売上割戻高	0.0	0.0	0.0	0.0	0.0	0.0
202605	060B10300	7	売上原価	120640000.0	120640000.0	72899314.0	87.7	60.4	60.4
202605	060B10300	8	売上原価（割戻前）	120640000.0	120640000.0	72899314.0	87.7	60.4	60.4
202605	060B10300	9	仕入割戻高	0.0	0.0	0.0	0.0	0.0	0.0
202605	060B10300	10	総収益	15160000.0	15160000.0	10184522.0	12.2	67.1	67.1
202605	060B10300	11	経費合計	6700983.0	6711073.0	7265022.0	8.7	108.2	108.4
202605	060B10300	12	減価償却費	425.0	425.0	424.0	0.0	99.7	99.7
202605	060B10300	13	車両費	0.0	0.0	0.0	0.0	0.0	0.0
202605	060B10300	14	旅費交通費	0.0	0.0	17782.0	0.0	0.0	0.0
202605	060B10300	15	荷造運搬費	1200000.0	1200000.0	512580.0	0.6	42.7	42.7
202605	060B10300	16	通信費	10758.0	10758.0	44027.0	0.0	409.2	409.2
202605	060B10300	17	水道光熱費	10892.0	10892.0	8898.0	0.0	81.6	81.6
202605	060B10300	18	事務用品費	9957.0	9957.0	5995.0	0.0	60.2	60.2
202605	060B10300	19	消耗品費	573.0	573.0	1380.0	0.0	240.8	240.8
202605	060B10300	20	廃棄物処理料	2330.0	2330.0	2020.0	0.0	86.6	86.6
202605	060B10300	21	広告宣伝費	0.0	0.0	0.0	0.0	0.0	0.0
202605	060B10300	22	接待交際費	0.0	0.0	7091.0	0.0	0.0	0.0
202605	060B10300	23	研究開発費	0.0	0.0	0.0	0.0	0.0	0.0
