対象年月度	組織コード	明細No.	採算科目名	M/P	予定	実績	構成比(%)	予定比(%)	M/P比(%)
202604	004000000	1	総受注高	173001400.0	171968560.0	71040210.0		41.3	41.0
202604	004000000	2	許諾料	2000000.0	2000000.0	1570000.0	2.2	78.5	78.5
202604	004000000	3	穂木	116220000.0	116220000.0	22272950.0	31.3	19.1	19.1
202604	004000000	4	ﾛｲﾔﾙﾃｨ	36705000.0	36705000.0	35869919.0	50.4	97.7	97.7
202604	004000000	5	バラ	6912000.0	5910000.0	5403227.0	7.6	91.4	78.1
202604	004000000	6	通信販売	2830000.0	2799160.0	2594399.0	3.6	92.6	91.6
202604	004000000	7	セット苗	1730000.0	1730000.0	305294.0	0.4	17.6	17.6
202604	004000000	8	その他	6604400.0	6604400.0	3024421.0	4.2	45.7	45.7
202604	004000000	9	総売上高	186381400.0	185298560.0	184868417.0		99.7	99.1
202604	004000000	10	許諾料	5470000.0	5470000.0	5449946.0	2.9	99.6	99.6
202604	004000000	11	穂木	112590000.0	112590000.0	112432300.0	60.8	99.8	99.8
202604	004000000	12	ﾛｲﾔﾙﾃｨ	36705000.0	36705000.0	35880620.0	19.4	97.7	97.7
202604	004000000	13	バラ	6912000.0	5910000.0	5403227.0	2.9	91.4	78.1
202604	004000000	14	通信販売	2200000.0	2119160.0	2981949.0	1.6	140.7	135.5
202604	004000000	15	セット苗	15900000.0	15900000.0	15286648.0	8.2	96.1	96.1
202604	004000000	16	その他	6604400.0	6604400.0	7433727.0	4.0	112.5	112.5
202604	004000000	17	社外売上	186381400.0	185298561.0	184868417.0		99.7	99.1
202604	004000000	18	売上原価	115486655.0	115036560.0	118007423.0	63.8	102.5	102.1
202604	004000000	19	穂木・苗仕入高	101823221.0	101562380.0	103060988.0	55.7	101.4	101.2
202604	004000000	20	送料	12658434.0	12708740.0	13218235.0	7.1	104.0	104.4
202604	004000000	21	その他	1005000.0	765440.0	1728200.0	0.9	225.7	171.9
202604	004000000	22	総生産	0.0	0.0	0.0	0.0	0.0	0.0
202604	004000000	23	社内売	1793050.0	1793050.0	3040570.0	1.6	169.5	169.5
202604	004000000	24	社内仕入	1793050.0	1793050.0	3040570.0	1.6	169.5	169.5
202604	004000000	25	営業口銭	0.0	0.0	0.0		0.0	0.0
202604	004000000	26	総収益	70894745.0	70262001.0	66860994.0	36.1	95.1	94.3
202604	004000000	27	経費合計	40240789.0	39390915.0	31728359.0	17.1	80.5	78.8
202604	004000000	28	種苗費	104000.0	104000.0	0.0	0.0	0.0	0.0
202604	004000000	29	肥料費	286000.0	278000.0	307449.0	0.1	110.5	107.4
