,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001000000_イノチオホールディングス㈱,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"28,989,082","28,994,082","28,397,867",97.9%,97.9%,96.5%,"29,150,891","29,230,891",100.2%,99.1%,"86,752,255","85,985,855",99.1%,96.0%,"89,303,173","89,403,173",100.1%,97.7%,"176,055,428","175,389,028",99.6%,96.9%,"358,200,000","357,564,499",99.8%,97.6%,1
2,総売上高,"28,989,082","28,994,082","28,397,867",97.9%,97.9%,96.5%,"29,150,891","29,216,891",100.2%,99.0%,"86,752,255","85,971,855",99.1%,95.9%,"89,303,173","89,403,173",100.1%,97.7%,"176,055,428","175,375,028",99.6%,96.8%,"358,200,000","357,550,499",99.8%,97.6%,2
3,    売上高,"4,322,807","4,322,807","4,528,807",104.7%,104.7%,100.5%,"4,248,916","4,248,916",100.0%,93.6%,"12,899,530","13,282,230",102.9%,88.6%,"14,016,748","14,016,748",100.0%,90.9%,"26,916,278","27,298,978",101.4%,89.8%,"58,663,875","61,118,474",104.1%,97.3%,3
4,    グループ売上高,"24,666,275","24,671,275","23,869,060",96.7%,96.7%,95.7%,"24,901,975","24,967,975",100.2%,100.0%,"73,852,725","72,689,625",98.4%,97.4%,"75,286,425","75,386,425",100.1%,99.1%,"149,139,150","148,076,050",99.2%,98.3%,"299,536,125","296,432,025",98.9%,97.7%,4
5,売上原価,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,    仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,    グループ仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,7
8,総収益,"28,989,082","28,994,082","28,397,867",97.9%,97.9%,96.5%,"29,150,891","29,216,891",100.2%,99.0%,"86,752,255","85,971,855",99.1%,95.9%,"89,303,173","89,403,173",100.1%,97.7%,"176,055,428","175,375,028",99.6%,96.8%,"358,200,000","357,550,499",99.8%,97.6%,8
9,経費合計,"43,487,264","40,573,046","7,473,156",18.4%,17.1%,19.4%,"30,355,058","17,826,232",58.7%,100.0%,"99,280,938","45,896,164",46.2%,59.8%,"77,263,931","80,846,921",104.6%,100.3%,"176,544,869","126,743,085",71.7%,80.6%,"338,380,000","296,567,735",87.6%,95.4%,9
10,    減価償却費,"7,499,880","7,517,911","7,409,234",98.5%,98.7%,112.2%,"7,749,880","7,417,039",95.7%,106.7%,"22,757,998","22,232,925",97.6%,110.3%,"23,234,070","23,404,353",100.7%,106.1%,"45,992,068","45,637,278",99.2%,108.1%,"91,529,877","92,632,849",101.2%,99.5%,10
11,    車両費,"294,760","294,760","300,734",102.0%,102.0%,110.3%,"304,960","298,116",97.7%,106.6%,"889,480","861,431",96.8%,105.1%,"889,294","889,294",100.0%,94.2%,"1,778,774","1,750,725",98.4%,99.3%,"3,426,076","3,398,027",99.1%,100.2%,11
12,    旅費交通費,"1,290,800","665,900","486,405",73.0%,37.6%,78.4%,"939,700","834,360",88.7%,43.6%,"2,802,400","1,755,370",62.6%,63.6%,"2,929,720","2,890,600",98.6%,104.3%,"5,732,120","4,645,970",81.0%,84.0%,"10,541,668","9,209,070",87.3%,102.1%,12
13,    荷造運搬費,"8,300","8,300","74,720",900.2%,900.2%,43.0%,"8,300","15,800",190.3%,46.0%,"24,900","91,219",366.3%,43.9%,"25,400","25,400",100.0%,365.3%,"50,300","116,619",231.8%,54.3%,"340,600","406,919",119.4%,128.5%,13
14,    通信費,"192,283","249,781","247,830",99.2%,128.8%,128.0%,"203,673","213,181",104.6%,103.3%,"602,129","758,568",125.9%,124.6%,"591,725","611,029",103.2%,114.2%,"1,193,854","1,369,597",114.7%,119.8%,"2,378,422","2,583,952",108.6%,99.7%,14
15,    水道光熱費,"604,546","604,546","493,145",81.5%,81.5%,87.7%,"639,673","639,378",99.9%,109.5%,"1,942,511","1,726,364",88.8%,93.6%,"2,256,030","2,256,030",100.0%,112.0%,"4,198,541","3,982,394",94.8%,103.2%,"8,375,182","8,112,975",96.8%,105.4%,15
16,    動力費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,"880,000","880,000",100.0%,105.2%,16
17,    事務用品費,"49,424","38,808","46,362",119.4%,93.8%,151.4%,"56,424","47,678",84.4%,72.4%,"170,272","153,691",90.2%,96.0%,"119,976","119,976",100.0%,104.7%,"290,248","273,667",94.2%,99.6%,"657,792","631,211",95.9%,106.3%,17
18,    消耗品費,"2,398,861","116,367","623,815",536.0%,26.0%,248.6%,"106,199","2,625,268",-,921.7%,"2,847,238","3,728,536",130.9%,426.9%,"944,961","208,101",22.0%,21.1%,"3,792,199","3,936,637",103.8%,212.1%,"4,358,604","4,469,322",102.5%,148.8%,18
19,    廃棄物処理料,"45,500","45,500","29,115",63.9%,63.9%,70.3%,"300,410","153,292",51.0%,334.0%,"594,957","225,453",37.8%,163.4%,"155,366","147,366",94.8%,91.0%,"750,323","372,819",49.6%,124.3%,"1,102,373","708,869",64.3%,60.7%,19
20,    広告宣伝費,"44,216","116,400","62,962",54.0%,142.3%,142.3%,"124,216","260,000",209.3%,235.7%,"212,648","329,524",154.9%,165.8%,"913,558","780,910",85.4%,102.3%,"1,126,206","1,110,434",98.5%,115.4%,"3,230,102","3,214,330",99.5%,158.8%,20
21,    接待交際費,"74,000","72,000","126,415",175.5%,170.8%,112.7%,"164,000","145,000",88.4%,33.2%,"302,000","299,527",99.1%,50.6%,"12,559,000","12,569,000",100.0%,-,"12,861,000","12,868,527",100.0%,-,"13,890,000","13,927,527",100.2%,553.6%,21
22,    研究開発費,"791,020","791,020","729,818",92.2%,92.2%,165.1%,"1,128,000","778,000",68.9%,749.8%,"2,724,020","2,042,687",74.9%,276.0%,"3,524,540","3,524,540",100.0%,217.2%,"6,248,560","5,567,227",89.0%,235.6%,"8,994,000","8,312,667",92.4%,126.4%,22
23,    賃借料,"1,554,549","1,554,549","1,554,549",100.0%,100.0%,98.3%,"1,554,549","1,554,549",100.0%,100.8%,"5,503,647","7,691,647",139.7%,100.3%,"4,786,647","4,786,647",100.0%,102.5%,"10,290,294","12,478,294",121.2%,101.1%,"22,151,588","22,051,588",99.5%,101.3%,23
24,    賃貸料収入,"-530,629","-530,629","-710,629",-,-,-,"-530,000","-620,000",-,-,"-1,590,629","-1,950,629",-,-,"-2,340,000","-2,340,000",-,-,"-3,930,629","-4,290,629",-,-,"-8,610,629","-8,970,629",-,-,24
25,    修繕費,"2,685,060","2,795,060","292,073",10.4%,10.8%,17.1%,"3,785,179","2,136,893",56.4%,130.9%,"9,500,239","3,893,346",40.9%,101.3%,"3,059,000","3,059,000",100.0%,105.3%,"12,559,239","6,952,346",55.3%,103.0%,"15,127,239","9,520,346",62.9%,51.1%,25
26,    支払リース料,"104,635","105,948","36,660",34.6%,35.0%,49.4%,"104,635","105,719",101.0%,94.9%,"313,905","255,919",81.5%,98.6%,"313,905","313,935",100.0%,112.8%,"627,810","569,854",90.7%,105.9%,"1,260,868","1,202,552",95.3%,108.8%,26
27,    保険料,"341,431","346,401","347,071",100.1%,101.6%,103.3%,"325,891","330,861",101.5%,103.5%,"2,390,229","2,422,629",101.3%,102.1%,"1,096,681","1,113,541",101.5%,104.0%,"3,486,910","3,536,170",101.4%,102.7%,"5,492,256","5,575,236",101.5%,101.8%,27
28,    支払報酬,"1,870,262","1,906,262","1,637,444",85.8%,87.5%,90.9%,"9,923,262","1,955,626",19.7%,72.4%,"13,663,786","6,273,320",45.9%,101.1%,"16,127,436","16,127,436",100.0%,84.6%,"29,791,222","22,400,756",75.1%,88.7%,"55,262,794","55,872,328",101.1%,131.4%,28
29,    支払手数料,"545,060","747,261","682,226",91.2%,125.1%,71.6%,"1,149,100","1,147,901",99.8%,99.6%,"3,504,540","3,590,598",102.4%,93.1%,"1,816,564","1,816,567",100.0%,100.1%,"5,321,104","5,407,165",101.6%,95.3%,"9,979,610","9,996,193",100.1%,97.5%,29
30,    診断料,"575,580","675,580","897,445",132.8%,155.9%,233.0%,"719,280","710,280",98.7%,141.7%,"2,063,400","2,291,969",111.0%,161.7%,"2,318,300","2,318,300",100.0%,98.8%,"4,381,700","4,610,269",105.2%,122.5%,"8,970,170","9,198,739",102.5%,105.6%,30
31,    諸会費,"708,000","888,000","660,783",74.4%,93.3%,103.4%,"72,200","291,200",403.3%,278.1%,"1,467,100","1,665,883",113.5%,122.0%,"862,900","862,900",100.0%,125.5%,"2,330,000","2,528,783",108.5%,123.1%,"3,263,700","3,462,483",106.0%,122.0%,31
32,    会議費,"52,500","51,500","22,698",44.0%,43.2%,52.8%,"2,512,000","2,527,000",100.5%,113.5%,"2,579,500","2,554,469",99.0%,112.3%,"54,000","54,000",100.0%,86.2%,"2,633,500","2,608,469",99.0%,111.6%,"2,775,000","2,749,969",99.0%,113.1%,32
33,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,0.0%,0,0,-,0.0%,"5,050,500","5,050,500",100.0%,94.0%,33
34,    租税公課,"31,108,985","29,639,088",600,0.0%,0.0%,0.0%,0,"1,514,799",-,106.2%,"32,239,484","2,670,340",8.2%,8.2%,"124,000","124,000",100.0%,13.9%,"32,363,484","2,794,340",8.6%,8.4%,"32,383,984","2,814,840",8.6%,8.4%,34
35,    業務委託費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,35
36,    業務受託収入,"-200,000","-200,000","-240,600",-,-,-,"-200,000","-200,000",-,-,"-600,000","-737,390",-,-,"-600,000","-600,000",-,-,"-1,200,000","-1,337,390",-,-,"-2,400,000","-2,537,390",-,-,36
37,    システム管理料,"4,589,920","4,785,320","4,551,301",95.1%,99.1%,111.7%,"11,518,154","5,337,361",46.3%,78.8%,"26,537,860","18,792,249",70.8%,90.7%,"37,134,477","43,640,377",117.5%,83.8%,"63,672,337","62,432,626",98.0%,85.8%,"187,663,685","187,023,974",99.6%,107.6%,37
38,    情報機器利用料,"-14,600,964","-14,416,516","-14,439,478",-,-,-,"-14,596,332","-14,426,014",-,-,"-43,798,260","-46,242,828",-,-,"-43,091,830","-43,338,592",-,-,"-86,890,090","-89,581,420",-,-,"-173,157,550","-176,338,564",-,-,38
39,    雑費,"635,618","635,618","822,253",129.3%,129.3%,207.5%,"796,338","835,338",104.8%,106.3%,"1,955,633","2,183,151",111.6%,130.6%,"2,132,934","1,894,934",88.8%,142.0%,"4,088,567","4,078,085",99.7%,135.7%,"7,695,137","7,684,655",99.8%,121.1%,39
40,    福利消耗品費,"560,850","324,994","190,236",58.5%,33.9%,18.0%,"442,550","372,141",84.0%,93.4%,"1,049,100","595,171",56.7%,40.2%,"106,230","106,230",100.0%,84.3%,"1,155,330","701,401",60.7%,43.7%,"1,287,240","833,311",64.7%,48.4%,40
41,    教育研修費,"192,817","743,317","537,969",72.3%,279.0%,288.6%,"1,052,817","825,466",78.4%,91.3%,"6,630,851","5,741,025",86.5%,171.3%,"5,219,047","3,481,047",66.6%,180.3%,"11,849,898","9,222,072",77.8%,174.6%,"14,479,712","12,889,886",89.0%,205.7%,41
42,    雑給,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,0.0%,0,0,-,0.0%,0,0,-,0.0%,42
43,    社内金利（固定資産）,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,43
44,差引収益,"-14,498,182","-11,578,964","20,924,711",-,-,-,"-1,204,167","11,390,659",-,97.6%,"-12,528,683","40,075,691",-,309.8%,"12,039,242","8,556,252",71.0%,78.9%,"-489,441","48,631,943",-,204.5%,"19,820,000","60,982,764",307.6%,109.9%,44
45,差引比率,-50.0,-39.9,73.6,-,-,-,-4.1,38.9,-,98.4%,-14.4,46.6,-,323.6%,13.4,9.5,70.8%,80.5%,-0.2,27.7,-,211.4%,5.5,17.0,309.0%,112.5%,45
46,総時間,"9,637.50","9,534.50","9,302.75",97.5%,96.5%,90.9%,"11,026.50","10,848.50",98.3%,105.8%,"31,723.00","30,731.25",96.8%,98.5%,"30,469.00","30,239.00",99.2%,105.8%,"62,192.00","60,970.25",98.0%,102.0%,"122,399.50","121,171.75",98.9%,103.1%,46
47,    定時間,"9,553.00","9,429.00","9,274.00",98.3%,97.0%,89.4%,"11,140.00","10,947.00",98.2%,104.1%,"31,719.50","30,821.75",97.1%,97.2%,"30,389.50","30,205.50",99.3%,101.3%,"62,109.00","61,027.25",98.2%,99.2%,"123,418.50","122,336.75",99.1%,101.4%,47
48,    残業時間,836.50,857.50,778.75,90.8%,93.0%,107.7%,721.50,761.50,105.5%,123.2%,"2,494.50","2,340.50",93.8%,110.6%,"1,813.50","1,826.50",100.7%,118.6%,"4,308.00","4,167.00",96.7%,114.0%,"8,019.00","7,878.00",98.2%,109.8%,48
49,    移動時間,-752.00,-752.00,-750.00,-,-,-,-835.00,-860.00,-,-,"-2,491.00","-2,431.00",-,-,"-1,734.00","-1,793.00",-,-,"-4,225.00","-4,224.00",-,-,"-9,038.00","-9,043.00",-,-,49
50,当月時間当り,"-1,504.3","-1,214.4","2,249.3",-,-,-,-109.2,"1,049.9",-,92.2%,-394.9,"1,304.0",-,314.3%,395.1,282.9,71.6%,74.5%,-7.8,797.6,-,200.4%,161.9,503.2,310.8%,106.6%,50
51,人員,73,73,73,100.0%,100.0%,102.8%,73,73,100.0%,100.0%,73,73,100.0%,101.3%,71,71,100.0%,98.6%,72,72,100.0%,100.0%,72,72,100.0%,100.0%,51
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
