10,    減価償却費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,10
11,    車両費,"14,922","14,922","12,162",81.5%,81.5%,-,"14,922","14,922",100.0%,-,"44,766","41,841",93.4%,-,"44,766","44,766",100.0%,-,"89,532","86,607",96.7%,-,"250,064","247,139",98.8%,-,11
12,    旅費交通費,"10,000","10,000",0,0.0%,0.0%,-,0,0,-,-,"10,000","2,864",28.6%,-,"178,500","178,500",100.0%,-,"188,500","181,364",96.2%,-,"944,480","937,344",99.2%,-,12
13,    荷造運搬費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,13
14,    通信費,"19,865","24,165","25,249",104.4%,127.1%,-,"21,074","21,074",100.0%,-,"65,413","66,509",101.6%,-,"68,124","72,424",106.3%,-,"133,537","138,933",104.0%,-,"263,154","268,550",102.0%,-,14
15,    水道光熱費,"43,655","43,655","40,212",92.1%,92.1%,-,"46,553","46,553",100.0%,-,"157,770","133,736",84.7%,-,"198,484","198,484",100.0%,-,"356,254","332,220",93.2%,-,"735,254","711,220",96.7%,-,15
16,    動力費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,16
17,    事務用品費,"11,069","8,245","9,225",111.8%,83.3%,-,"11,069","9,617",86.8%,-,"38,707","33,867",87.4%,-,"33,207","33,207",100.0%,-,"71,914","67,074",93.2%,-,"139,328","134,488",96.5%,-,17
18,    消耗品費,"12,784","12,588","10,351",82.2%,80.9%,-,"9,954","7,483",75.1%,-,"221,961","212,894",95.9%,-,"23,044","23,044",100.0%,-,"245,005","235,938",96.2%,-,"289,730","280,663",96.8%,-,18
19,    廃棄物処理料,"5,625","5,625",374,6.6%,6.6%,-,"6,955","6,955",100.0%,-,"19,228","12,447",64.7%,-,"15,683","15,683",100.0%,-,"34,911","28,130",80.5%,-,"72,436","65,655",90.6%,-,19
20,    広告宣伝費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,20
21,    接待交際費,"2,000","2,000",0,0.0%,0.0%,-,"2,000","2,000",100.0%,-,"6,000","2,000",33.3%,-,"56,000","56,000",100.0%,-,"62,000","58,000",93.5%,-,"74,000","70,000",94.5%,-,21
22,    研究開発費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,22
23,    賃借料,"861,000","861,000","861,000",100.0%,100.0%,-,"861,000","861,000",100.0%,-,"2,583,000","2,583,000",100.0%,-,"2,583,000","2,583,000",100.0%,-,"5,166,000","5,166,000",100.0%,-,"10,332,000","10,332,000",100.0%,-,23
24,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,24
25,    修繕費,0,0,0,-,-,-,"12,912","12,912",100.0%,-,"12,912","12,912",100.0%,-,0,0,-,-,"12,912","12,912",100.0%,-,"12,912","12,912",100.0%,-,25
26,    支払リース料,"4,908","4,908","1,119",22.7%,22.7%,-,"4,908","4,908",100.0%,-,"14,724","14,367",97.5%,-,"14,724","14,724",100.0%,-,"29,448","29,091",98.7%,-,"58,896","58,539",99.3%,-,26
27,    保険料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,27
28,    支払報酬,"400,000","400,000","400,000",100.0%,100.0%,-,"400,000","400,000",100.0%,-,"1,200,000","1,200,000",100.0%,-,"3,500,000","3,500,000",100.0%,-,"4,700,000","4,700,000",100.0%,-,"7,100,000","7,100,000",100.0%,-,28
29,    支払手数料,"268,326","268,326","265,776",99.0%,99.0%,-,"246,666","246,666",100.0%,-,"761,658","758,658",99.6%,-,"839,998","839,998",100.0%,-,"1,601,656","1,598,656",99.8%,-,"3,064,994","3,061,994",99.9%,-,29
30,    診断料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,30
31,    諸会費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,"50,000","50,000",100.0%,-,"50,000","50,000",100.0%,-,"156,200","156,200",100.0%,-,31
32,    会議費,"16,000","16,000",0,0.0%,0.0%,-,0,"16,000",-,-,"19,000","16,000",84.2%,-,"3,000","3,000",100.0%,-,"22,000","19,000",86.3%,-,"22,000","19,000",86.3%,-,32
33,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,33
34,    租税公課,0,0,200,-,-,-,0,0,-,-,500,"20,400",-,-,0,0,-,-,500,"20,400",-,-,"1,000","20,900",-,-,34
35,    業務委託費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,35
36,    業務受託収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,36
37,    システム管理料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,37
38,    情報機器利用料,"407,202","407,202","407,202",100.0%,100.0%,-,"407,202","407,202",100.0%,-,"1,221,606","1,221,606",100.0%,-,"1,108,226","1,108,226",100.0%,-,"2,329,832","2,329,832",100.0%,-,"4,462,484","4,462,484",100.0%,-,38
39,    雑費,"2,427","2,427","2,431",100.1%,100.1%,-,"32,427","32,427",100.0%,-,"37,281","37,289",100.0%,-,"7,281","7,281",100.0%,-,"44,562","44,570",100.0%,-,"59,124","59,132",100.0%,-,39
40,    福利消耗品費,"34,130","28,718","5,349",18.6%,15.6%,-,0,0,-,-,"34,130","5,349",15.6%,-,0,0,-,-,"34,130","5,349",15.6%,-,"41,460","12,679",30.5%,-,40
41,    教育研修費,"2,615","2,615","2,618",100.1%,100.1%,-,"2,615","2,615",100.0%,-,"10,845","11,031",101.7%,-,"64,845","64,845",100.0%,-,"75,690","75,876",100.2%,-,"167,850","171,036",101.8%,-,41
42,    雑給,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,42
43,    社内金利（固定資産）,750,750,750,100.0%,100.0%,-,666,666,100.0%,-,"2,249","2,249",100.0%,-,"1,499","1,499",100.0%,-,"3,748","3,748",100.0%,-,"4,580","4,580",100.0%,-,43
44,差引収益,"1,875,722","1,879,854","1,948,982",103.6%,103.9%,-,"1,912,077","1,900,000",99.3%,-,"5,517,250","5,589,981",101.3%,-,"3,188,619","3,184,319",99.8%,-,"8,705,869","8,774,300",100.7%,-,"19,664,054","19,729,485",100.3%,-,44
45,差引比率,46.9,47.0,48.8,103.8%,104.0%,-,47.8,47.5,99.3%,-,46.0,46.6,101.3%,-,26.6,26.5,99.6%,-,36.3,36.6,100.8%,-,41.0,41.1,100.2%,-,45
46,総時間,"2,370.50","2,373.50","2,331.50",98.2%,98.3%,-,"2,559.50","2,540.50",99.2%,-,"7,686.00","7,458.50",97.0%,-,"6,076.00","6,018.00",99.0%,-,"13,762.00","13,476.50",97.9%,-,"26,103.50","25,812.00",98.8%,-,46
47,    定時間,"2,127.00","2,135.00","2,129.75",99.7%,100.1%,-,"2,419.00","2,423.00",100.1%,-,"7,023.50","6,957.00",99.0%,-,"5,882.50","5,882.50",100.0%,-,"12,906.00","12,839.50",99.4%,-,"24,892.50","24,826.00",99.7%,-,47
48,    残業時間,285.00,280.00,251.25,89.7%,88.1%,-,168.00,165.00,98.2%,-,755.00,614.00,81.3%,-,278.00,278.00,100.0%,-,"1,033.00",892.00,86.3%,-,"1,585.00","1,444.00",91.1%,-,48
49,    移動時間,-41.50,-41.50,-49.50,-,-,-,-27.50,-47.50,-,-,-92.50,-112.50,-,-,-84.50,-142.50,-,-,-177.00,-255.00,-,-,-374.00,-458.00,-,-,49
50,当月時間当り,791.2,792.0,835.9,105.5%,105.6%,-,747.0,747.8,100.1%,-,717.8,749.4,104.4%,-,524.7,529.1,100.8%,-,632.6,651.0,102.9%,-,753.3,764.3,101.4%,-,50
51,人員,16,16,16,100.0%,100.0%,-,16,16,100.0%,-,16,16,100.0%,-,14,14,100.0%,-,15,15,100.0%,-,15,15,100.0%,-,51
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
