,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001095100_不動産部門,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"12,388,307","12,393,307","12,393,307",100.0%,100.0%,99.1%,"12,349,416","12,354,416",100.0%,98.7%,"37,126,030","37,141,030",100.0%,98.9%,"37,048,248","37,063,248",100.0%,98.8%,"74,174,278","74,204,278",100.0%,98.9%,"148,269,875","148,330,774",100.0%,98.9%,1
2,総売上高,"12,388,307","12,393,307","12,393,307",100.0%,100.0%,99.1%,"12,349,416","12,354,416",100.0%,98.7%,"37,126,030","37,141,030",100.0%,98.9%,"37,048,248","37,063,248",100.0%,98.8%,"74,174,278","74,204,278",100.0%,98.9%,"148,269,875","148,330,774",100.0%,98.9%,2
3,    売上高,"4,145,307","4,145,307","4,145,307",100.0%,100.0%,100.0%,"4,106,416","4,106,416",100.0%,99.0%,"12,397,030","12,397,030",100.0%,99.6%,"12,319,248","12,319,248",100.0%,99.1%,"24,716,278","24,716,278",100.0%,99.3%,"49,353,875","49,354,774",100.0%,99.2%,3
4,    グループ売上高,"8,243,000","8,248,000","8,248,000",100.0%,100.0%,98.6%,"8,243,000","8,248,000",100.0%,98.6%,"24,729,000","24,744,000",100.0%,98.6%,"24,729,000","24,744,000",100.0%,98.6%,"49,458,000","49,488,000",100.0%,98.6%,"98,916,000","98,976,000",100.0%,98.7%,4
5,売上原価,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,    仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,    グループ仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,7
8,総収益,"12,388,307","12,393,307","12,393,307",100.0%,100.0%,99.1%,"12,349,416","12,354,416",100.0%,98.7%,"37,126,030","37,141,030",100.0%,98.9%,"37,048,248","37,063,248",100.0%,98.8%,"74,174,278","74,204,278",100.0%,98.9%,"148,269,875","148,330,774",100.0%,98.9%,8
9,経費合計,"37,344,387","35,391,238","3,612,554",10.2%,9.6%,10.5%,"7,663,520","8,339,536",108.8%,148.1%,"52,786,389","20,967,275",39.7%,42.6%,"12,934,587","12,028,587",92.9%,99.5%,"65,720,976","32,995,862",50.2%,53.8%,"88,490,470","53,414,856",60.3%,57.6%,9
10,    減価償却費,"5,356,938","5,374,969","5,377,551",100.0%,100.3%,97.5%,"5,356,938","5,374,969",100.3%,97.4%,"16,079,172","16,127,489",100.3%,97.4%,"16,045,104","16,045,104",100.0%,97.3%,"32,124,276","32,172,593",100.1%,97.4%,"64,011,005","64,059,322",100.0%,97.4%,10
11,    車両費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,11
12,    旅費交通費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,12
13,    荷造運搬費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,13
14,    通信費,"2,472","2,472","1,863",75.3%,75.3%,25.8%,"2,472","2,472",100.0%,132.6%,"7,416","6,107",82.3%,57.8%,"7,416","7,416",100.0%,126.7%,"14,832","13,523",91.1%,82.4%,"29,664","28,355",95.5%,95.7%,14
15,    水道光熱費,"103,210","103,210","82,692",80.1%,80.1%,85.5%,"98,290","98,290",100.0%,102.2%,"315,580","290,722",92.1%,98.5%,"337,959","337,959",100.0%,104.4%,"653,539","628,681",96.1%,101.6%,"1,366,323","1,341,465",98.1%,102.8%,15
16,    動力費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,16
17,    事務用品費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,"10,000",0,0.0%,-,17
18,    消耗品費,"2,294,000","5,000","374,992",-,16.3%,-,0,"2,434,565",-,-,"2,366,636","2,816,024",118.9%,-,"725,000","48,140",6.6%,21.9%,"3,091,636","2,864,164",92.6%,696.0%,"3,221,636","2,960,444",91.8%,449.6%,18
19,    廃棄物処理料,0,0,0,-,-,-,"8,000",0,0.0%,-,"8,000",0,0.0%,0.0%,"8,000",0,0.0%,0.0%,"16,000",0,0.0%,0.0%,"32,000",0,0.0%,0.0%,19
20,    広告宣伝費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,20
21,    接待交際費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,21
22,    研究開発費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,22
23,    賃借料,"-2,876,951","-2,876,951","-2,876,951",-,-,-,"-2,876,951","-2,876,951",-,-,"-7,790,853","-5,602,853",-,-,"-8,630,853","-8,630,853",-,-,"-16,421,706","-14,233,706",-,-,"-31,395,412","-31,495,412",-,-,23
24,    賃貸料収入,"-434,629","-434,629","-614,629",-,-,-,"-434,000","-524,000",-,-,"-1,302,629","-1,662,629",-,-,"-1,929,000","-1,929,000",-,-,"-3,231,629","-3,591,629",-,-,"-7,089,629","-7,449,629",-,-,24
25,    修繕費,"2,685,060","2,795,060","253,323",9.0%,9.4%,14.8%,"3,643,000","1,971,000",54.1%,122.9%,"7,691,060","2,831,753",36.8%,75.3%,"2,959,000","2,959,000",100.0%,110.2%,"10,650,060","5,790,753",54.3%,89.8%,"12,868,060","8,008,753",62.2%,45.4%,25
26,    支払リース料,"58,080","58,080",0,0.0%,0.0%,0.0%,"58,080","58,080",100.0%,132.0%,"174,240","110,880",63.6%,84.0%,"174,240","174,240",100.0%,132.0%,"348,480","285,120",81.8%,108.0%,"696,960","633,600",90.9%,120.0%,26
