,2026年6月度,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230H62200_デジタル変革推進部,,,,,,,,,,,,,,,,,,,,,,,,,,（単位：円）,
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
,,5月,,,,,,6月,,,,第1四半期,,,,第2四半期,,,,上期,,,,年度,,,,
,科目,MP,予定,実績,予定比,MP比,前年比,MP,予定,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,MP,見通し,MP比,前年比,
1,総受注高,"2,341,000","2,341,000","2,341,000",100.0%,100.0%,-,"2,341,000","2,341,000",100.0%,-,"7,023,000","7,023,000",100.0%,-,"7,023,000","7,023,000",100.0%,-,"14,046,000","14,046,000",100.0%,-,"28,092,000","28,092,000",100.0%,-,1
2,総売上高,"2,341,000","2,341,000","2,341,000",100.0%,100.0%,-,"2,341,000","2,341,000",100.0%,-,"7,023,000","7,023,000",100.0%,-,"7,023,000","7,023,000",100.0%,-,"14,046,000","14,046,000",100.0%,-,"28,092,000","28,092,000",100.0%,-,2
3,    売上高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,3
4,    グループ売上高,"2,341,000","2,341,000","2,341,000",100.0%,100.0%,-,"2,341,000","2,341,000",100.0%,-,"7,023,000","7,023,000",100.0%,-,"7,023,000","7,023,000",100.0%,-,"14,046,000","14,046,000",100.0%,-,"28,092,000","28,092,000",100.0%,-,4
5,売上原価,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,5
6,    仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,6
7,    グループ仕入高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,7
